name,age,country,value,position,season,team
Josh Woods,24.0,England,€100k,Centre-Forward,2024,accrington-stanley
Jimmy Knowles,23.0,England,€0,Centre-Forward,2024,accrington-stanley
Kelsey Mooney,25.0,England,€0,Centre-Forward,2024,accrington-stanley
Anjola Popoola,17.0,"England, Nigeria",€0,Centre-Forward,2024,accrington-stanley
Sam Long,22.0,"Scotland, England",€75k,Goalkeeper,2024,fc-bromley
David Aziaya,20.0,"England, Nigeria",€0,Goalkeeper,2024,fc-bromley
Grant Smith,30.0,England,€0,Goalkeeper,2024,fc-bromley
Omar Sowunmi,29.0,"England, Nigeria",€175k,Centre-Back,2024,fc-bromley
Deji Elerewe,21.0,"England, Nigeria",€0,Centre-Back,2024,fc-bromley
Byron Webster,37.0,England,€0,Centre-Back,2024,fc-bromley
Callum Reynolds,35.0,England,€0,Centre-Back,2024,fc-bromley
Kamarl Grant,21.0,England,€0,Centre-Back,2024,fc-bromley
Besart Topalloj,23.0,"Kosovo, England",€0,Left-Back,2024,fc-bromley
Idris Odutayo,22.0,"England, Nigeria",€0,Left-Back,2024,fc-bromley
Carl Jenkinson,32.0,"England, Finland",€250k,Right-Back,2024,fc-bromley
Josh Passley,29.0,"England, Jamaica",€0,Right-Back,2024,fc-bromley
Danny Imray,21.0,"England, Trinidad and Tobago",€0,Right-Back,2024,fc-bromley
Cameron Congreve,20.0,Wales,€350k,Central Midfield,2024,fc-bromley
Ben Thompson,29.0,England,€275k,Central Midfield,2024,fc-bromley
Lewis Leigh,20.0,England,€50k,Central Midfield,2024,fc-bromley
Ashley Charles,25.0,"Grenada, England",€0,Central Midfield,2024,fc-bromley
Jude Arthurs,23.0,England,€0,Central Midfield,2024,fc-bromley
Saul Kader,20.0,"England, Egypt",€0,Left Winger,2024,fc-bromley
Corey Whitely,33.0,England,€0,Second Striker,2024,fc-bromley
Josh Thomas,22.0,"Wales, England",€125k,Centre-Forward,2024,fc-bromley
Michael Cheek,33.0,England,€0,Centre-Forward,2024,fc-bromley
Marcus Dinanga,27.0,"England, Angola",€0,Centre-Forward,2024,fc-bromley
Louis Dennis,32.0,England,€0,Centre-Forward,2024,fc-bromley
Levi Amantchi,23.0,England,€0,Centre-Forward,2024,fc-bromley
Olufela Olomola,27.0,"England, Nigeria",€0,Centre-Forward,2024,fc-bromley
