name,age,country,value,position,season,team
Toby Oakes,,England,€0,Centre-Back,2024,burton-albion
Jack Armer,23.0,"Scotland, England",€500k,Left-Back,2024,burton-albion
Dylan Williams,21.0,England,€200k,Left-Back,2024,burton-albion
Nick Akoto,26.0,"United States, France",€150k,Right-Back,2024,burton-albion
Alejandro Bran,23.0,"Costa Rica, Panama",€350k,Defensive Midfield,2024,burton-albion
Elliot Watt,24.0,"Scotland, England",€325k,Defensive Midfield,2024,burton-albion
Charlie Webster,20.0,"England, Ireland",€500k,Central Midfield,2024,burton-albion
Ben Whitfield,28.0,England,€200k,Central Midfield,2024,burton-albion
Kgaogelo Chauke,21.0,"South Africa, England",€175k,Central Midfield,2024,burton-albion
Alex Bannon,21.0,Scotland,€125k,Central Midfield,2024,burton-albion
Ciaran Gilligan,22.0,"Ireland, England",€125k,Central Midfield,2024,burton-albion
Jack Hazlehurst,25.0,England,€0,Attacking Midfield,2024,burton-albion
Mason Bennett,28.0,"England, Barbados",€375k,Left Winger,2024,burton-albion
Tomas Kalinauskas,24.0,Lithuania,€125k,Left Winger,2024,burton-albion
Jakub Niemczyk,20.0,Poland,€50k,Left Winger,2024,burton-albion
Romelle Donovan,17.0,"England, St. Kitts & Nevis",€900k,Right Winger,2024,burton-albion
Billy Bodin,32.0,"Wales, England",€150k,Right Winger,2024,burton-albion
Jack Cooper-Love,22.0,"Sweden, England",€500k,Centre-Forward,2024,burton-albion
Danilo Orsi,28.0,"England, Italy",€225k,Centre-Forward,2024,burton-albion
Ronnie Stutter,19.0,England,€200k,Centre-Forward,2024,burton-albion
Rumarn Burrell,23.0,England,€0,Centre-Forward,2024,burton-albion
Dylan Scott,,England,€0,Striker,2024,burton-albion
Julian Larsson,23.0,Sweden,€0,Centre-Forward,2024,burton-albion
Taye Ashby-Hammond,25.0,England,€300k,Goalkeeper,2024,fc-stevenage
Dean Bouzanis,34.0,"Australia, Greece",€125k,Goalkeeper,2024,fc-stevenage
Rylee Mitchell,18.0,"England, Scotland",€0,Goalkeeper,2024,fc-stevenage
Murphy Cooper,22.0,England,€0,Goalkeeper,2024,fc-stevenage
Charlie Goode,29.0,England,€500k,Centre-Back,2024,fc-stevenage
Lewis Freestone,25.0,England,€275k,Centre-Back,2024,fc-stevenage
Carl Piergianni,32.0,"England, Italy",€175k,Centre-Back,2024,fc-stevenage
Dan Sweeney,30.0,England,€175k,Centre-Back,2024,fc-stevenage
Nathan Thompson,34.0,"England, Wales",€100k,Centre-Back,2024,fc-stevenage
Dan Butler,30.0,England,€450k,Left-Back,2024,fc-stevenage
Luther James-Wildin,26.0,"Antigua and Barbuda, England",€300k,Right-Back,2024,fc-stevenage
Kane Smith,28.0,England,€125k,Right-Back,2024,fc-stevenage
Owen Cochrane,20.0,England,€50k,Right-Back,2024,fc-stevenage
Harvey White,23.0,England,€300k,Defensive Midfield,2024,fc-stevenage
Eli King,21.0,Wales,€300k,Defensive Midfield,2024,fc-stevenage
Daniel Phillips,23.0,"Trinidad and Tobago, England",€225k,Defensive Midfield,2024,fc-stevenage
Nick Freeman,29.0,England,€275k,Central Midfield,2024,fc-stevenage
Jake Forster-Caskey,30.0,England,€225k,Central Midfield,2024,fc-stevenage
Louis Thompson,29.0,"Wales, England",€200k,Central Midfield,2024,fc-stevenage
Jordan Roberts,30.0,England,€300k,Left Midfield,2024,fc-stevenage
Dan Kemp,25.0,England,€300k,Attacking Midfield,2024,fc-stevenage
Elliott List,27.0,England,€125k,Right Winger,2024,fc-stevenage
Louis Appéré,25.0,"Scotland, France",€300k,Centre-Forward,2024,fc-stevenage
Jamie Reid,30.0,"Northern Ireland, England",€300k,Centre-Forward,2024,fc-stevenage
Jake Young,23.0,England,€300k,Centre-Forward,2024,fc-stevenage
Tyreece Simpson,22.0,England,€250k,Centre-Forward,2024,fc-stevenage
Aaron Pressley,23.0,Scotland,€175k,Centre-Forward,2024,fc-stevenage
Ken Aboh,20.0,"England, United States",€0,Centre-Forward,2024,fc-stevenage
Christy Pym,29.0,"Northern Ireland, England",€450k,Goalkeeper,2024,mansfield-town
Scott Flinders,38.0,England,€25k,Goalkeeper,2024,mansfield-town
Anthony Núñez,19.0,Dominican Republic,€0,Goalkeeper,2024,mansfield-town
Baily Cargill,29.0,England,€250k,Centre-Back,2024,mansfield-town
Frazer Blake-Tracy,29.0,England,€200k,Centre-Back,2024,mansfield-town
Alfie Kilgour,26.0,England,€125k,Centre-Back,2024,mansfield-town
Aden Flint,35.0,England,€100k,Centre-Back,2024,mansfield-town
George Cooper,22.0,England,€50k,Centre-Back,2024,mansfield-town
Calum MacDonald,26.0,"Scotland, England",€175k,Left-Back,2024,mansfield-town
Stephen McLaughlin,34.0,Ireland,€75k,Left-Back,2024,mansfield-town
George Williams,31.0,England,€150k,Right-Back,2024,mansfield-town
Elliott Hewitt,30.0,Wales,€150k,Right-Back,2024,mansfield-town
Keanu Baccus,26.0,"Australia, South Africa",€900k,Defensive Midfield,2024,mansfield-town
Louis Reed,27.0,England,€325k,Central Midfield,2024,mansfield-town
Adedeji Oshilaja,31.0,"England, Nigeria",€275k,Central Midfield,2024,mansfield-town
Hiram Boateng,28.0,"England, Ghana",€225k,Central Midfield,2024,mansfield-town
Stephen Quinn,38.0,Ireland,€50k,Central Midfield,2024,mansfield-town
Aaron Lewis,26.0,Wales,€250k,Right Midfield,2024,mansfield-town
George Maris,28.0,England,€300k,Attacking Midfield,2024,mansfield-town
Ben Quinn,20.0,Ireland,€0,Right Winger,2024,mansfield-town
Ben Waine,23.0,"New Zealand, England",€800k,Centre-Forward,2024,mansfield-town
Will Evans,27.0,Wales,€300k,Centre-Forward,2024,mansfield-town
Tom Nichols,31.0,England,€200k,Centre-Forward,2024,mansfield-town
Lee Gregory,36.0,England,€150k,Centre-Forward,2024,mansfield-town
Jordan Bowery,33.0,England,€125k,Centre-Forward,2024,mansfield-town
Rhys Oates,29.0,England,€125k,Centre-Forward,2024,mansfield-town
Lucas Akins,35.0,"Grenada, England",€75k,Centre-Forward,2024,mansfield-town
Toby Savin,23.0,England,€175k,Goalkeeper,2024,shrewsbury-town
Joe Young,22.0,England,€0,Goalkeeper,2024,shrewsbury-town
Josh Feeney,19.0,"England, Scotland",€500k,Centre-Back,2024,shrewsbury-town
Morgan Feeney,25.0,England,€175k,Centre-Back,2024,shrewsbury-town
Toto Nsiala,32.0,"DR Congo, Wales",€175k,Centre-Back,2024,shrewsbury-town
Aaron Pierre,31.0,"Grenada, England",€100k,Centre-Back,2024,shrewsbury-town
George Nurse,25.0,England,€175k,Left-Back,2024,shrewsbury-town
Mal Benning,31.0,"England, India",€150k,Left-Back,2024,shrewsbury-town
Luca Hoole,22.0,Wales,€200k,Right-Back,2024,shrewsbury-town
Carl Winchester,31.0,Northern Ireland,€275k,Defensive Midfield,2024,shrewsbury-town
Jordan Rossiter,27.0,England,€150k,Defensive Midfield,2024,shrewsbury-town
Taylor Perry,23.0,England,€400k,Central Midfield,2024,shrewsbury-town
Alex Gilliead,28.0,England,€225k,Central Midfield,2024,shrewsbury-town
Funso Ojo,33.0,"Belgium, Nigeria",€150k,Central Midfield,2024,shrewsbury-town
Jordan Shipley,27.0,"Ireland, England",€400k,Left Midfield,2024,shrewsbury-town
Leo Castledine,19.0,England,€900k,Attacking Midfield,2024,shrewsbury-town
Tommi O'Reilly,20.0,England,€200k,Attacking Midfield,2024,shrewsbury-town
Charles Sagoe Jr,20.0,"England, Ghana",€600k,Left Winger,2024,shrewsbury-town
Tom Bloxham,21.0,England,€325k,Centre-Forward,2024,shrewsbury-town
George Lloyd,24.0,England,€175k,Centre-Forward,2024,shrewsbury-town
Joshua Kayode,24.0,"Ireland, Nigeria",€150k,Centre-Forward,2024,shrewsbury-town
John Marquis,32.0,England,€150k,Centre-Forward,2024,shrewsbury-town
Joe Wollacott,28.0,"Ghana, England",€300k,Goalkeeper,2024,crawley-town
Eddie Beach,21.0,"Wales, England",€250k,Goalkeeper,2024,crawley-town
Ryan Sandford,25.0,England,€100k,Goalkeeper,2024,crawley-town
Jasper Sheik,19.0,England,€0,Goalkeeper,2024,crawley-town
Josh Flint,24.0,England,€450k,Centre-Back,2024,crawley-town
Toby Mullarkey,28.0,England,€200k,Centre-Back,2024,crawley-town
Dion Conroy,28.0,England,€175k,Centre-Back,2024,crawley-town
Joy Mukena,25.0,"England, DR Congo",€75k,Centre-Back,2024,crawley-town
Charlie Barker,21.0,England,€0,Centre-Back,2024,crawley-town
Benjamin Tanimu,22.0,Nigeria,€0,Centre-Back,2024,crawley-town
Bradley Ibrahim,20.0,England,€400k,Defensive Midfield,2024,crawley-town
Jay Williams,24.0,"St. Kitts & Nevis, England",€175k,Defensive Midfield,2024,crawley-town
Panutche Camara,27.0,"Guinea-Bissau, Portugal",€300k,Central Midfield,2024,crawley-town
Jack Roles,25.0,"Cyprus, England",€125k,Central Midfield,2024,crawley-town
Cameron Bragg,19.0,England,€0,Central Midfield,2024,crawley-town
Antony Papadopoulos,22.0,"England, Cyprus",€0,Central Midfield,2024,crawley-town
Jeremy Kelly,27.0,United States,€275k,Left Midfield,2024,crawley-town
Harry Forster,24.0,England,€100k,Left Midfield,2024,crawley-town
Ronan Darcy,24.0,"England, Ireland",€400k,Attacking Midfield,2024,crawley-town
Max Anderson,23.0,Scotland,€300k,Attacking Midfield,2024,crawley-town
Armando Quitirna,24.0,"Guinea-Bissau, England",€175k,Attacking Midfield,2024,crawley-town
Gavan Holohan,32.0,Ireland,€100k,Attacking Midfield,2024,crawley-town
Rafiq Khaleel,21.0,"Morocco, England",€100k,Attacking Midfield,2024,crawley-town
Ade Adeyemo,26.0,"England, Nigeria",€75k,Right Winger,2024,crawley-town
Tyreece John-Jules,23.0,"England, Dominica",€450k,Centre-Forward,2024,crawley-town
Will Swan,24.0,England,€250k,Centre-Forward,2024,crawley-town
Rushian Hepburn-Murphy,26.0,"England, Jamaica",€175k,Centre-Forward,2024,crawley-town
Tola Showunmi,24.0,England,€175k,Centre-Forward,2024,crawley-town
Sonny Fish,20.0,"Wales, England",€50k,Centre-Forward,2024,crawley-town
