player,nation_stats_standard,squad,age_stats_standard,position_stats_standard,playing_time_min_stats_playing_time,playing_time_90s,total_cmp%_stats_passing_per_90,ast_stats_passing_per_90,ppa_stats_passing_per_90,standard_gls_stats_shooting_per_90,standard_sot%_stats_shooting_per_90,sca_sca_stats_gca_per_90,gca_gca_stats_gca_per_90,touches_mid_3rd_stats_possession_per_90,touches_att_3rd_stats_possession_per_90,take_ons_succ_stats_possession_per_90,carries_prgc_stats_possession_per_90,receiving_prgr_stats_possession_per_90,tackles_mid_3rd_stats_defense_per_90,aerial_duels_won%_stats_misc_per_90,performance_crs_stats_misc_per_90,tackles_tkl_stats_defense_per_90,int_stats_defense_per_90,performance_recov_stats_misc_per_90,value,cluster
Brenden Aaronson,USA,Leeds United,24,Midfielder,1144.0,12.71111111111111,6.340909090909091,0.0786713286713286,1.2587412587412588,0.3146853146853147,1.903846153846154,4.16958041958042,0.3146853146853147,23.444055944055947,24.152097902097903,1.7307692307692308,1.7307692307692308,6.608391608391609,1.0227272727272727,2.541083916083916,2.124125874125874,1.888111888111888,0.0786713286713286,4.090909090909091,11000000.0,2
Elijah Adebayo,ENG,Luton Town,26,Forward,1207.0,13.411111111111111,5.316487158243579,0.0,0.3728251864125932,0.1491300745650372,3.4821872410936208,1.5658657829328917,0.0,6.114333057166529,14.24192212096106,0.820215410107705,0.820215410107705,3.877381938690969,0.0,3.0869925434962715,0.1491300745650372,0.4473902236951118,0.2982601491300745,2.013256006628003,11000000.0,1
Enock Agyei,BEL,Burnley,19,Forward,1099.0,12.21111111111111,6.215650591446771,0.0,0.1637852593266606,0.0,0.0,0.0818926296633303,0.0,1.3921747042766153,1.8016378525932668,0.1637852593266606,0.6551410373066424,0.9827115559599636,0.0818926296633303,2.0473157415832577,0.2456778889899909,0.3275705186533212,0.0,0.1637852593266606,800000.0,0
Zeki Amdouni,SUI,Burnley,23,Midfielder,990.0,11.0,7.654545454545455,0.0,0.0,0.0909090909090909,9.090909090909092,0.0909090909090909,0.0909090909090909,1.7272727272727273,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.2727272727272727,0.0,0
Jaidon Anthony,ENG,Burnley,24,Forward,606.0,6.733333333333333,10.81188118811881,0.297029702970297,1.7821782178217822,0.1485148514851485,4.7227722772277225,6.3861386138613865,0.4455445544554455,29.85148514851485,39.05940594059406,1.4851485148514851,7.574257425742574,14.554455445544557,0.8910891089108911,2.7920792079207923,8.168316831683168,1.7821782178217822,1.188118811881188,5.792079207920792,6000000.0,2
Sinclair Armstrong,IRL,Bristol City,21,Forward,963.0,10.7,6.953271028037384,0.0,0.1869158878504673,0.1869158878504673,4.91588785046729,0.8411214953271029,0.0934579439252336,4.85981308411215,9.532710280373832,0.0934579439252336,1.4953271028037385,5.327102803738318,0.0934579439252336,0.7476635514018692,0.1869158878504673,0.1869158878504673,0.1869158878504673,1.121495327102804,2200000.0,1
Femi Azeez,ENG,Millwall,23,Forward,660.0,7.333333333333333,7.009090909090909,0.2727272727272727,1.090909090909091,0.0,6.204545454545455,1.5,0.2727272727272727,8.318181818181818,12.954545454545457,0.1363636363636363,3.0,3.954545454545455,0.6818181818181819,5.454545454545455,3.409090909090909,1.7727272727272727,0.2727272727272727,3.272727272727273,900000.0,1
Lewis Baker,ENG,Blackburn,29,Forward,1242.0,13.8,5.565217391304348,0.0,0.0,0.072463768115942,3.623188405797101,0.217391304347826,0.0,2.753623188405797,1.9565217391304344,0.072463768115942,0.4347826086956521,0.4347826086956521,0.144927536231884,3.623188405797101,0.217391304347826,0.217391304347826,0.072463768115942,0.7971014492753623,1800000.0,0
Patrick Bamford,ENG,Leeds United,31,Forward,438.0,4.866666666666666,11.568493150684931,0.0,0.0,0.0,0.0,0.0,0.0,3.2876712328767126,2.876712328767124,0.2054794520547945,0.0,1.2328767123287672,0.0,10.273972602739727,0.4109589041095891,0.0,0.2054794520547945,0.2054794520547945,4000000.0,1
Shandon Baptiste,GRN,Luton Town,26,Midfielder,591.0,6.566666666666666,12.152284263959393,0.0,1.218274111675127,0.0,0.0,2.284263959390863,0.1522842639593908,21.77664974619289,12.944162436548224,0.3045685279187817,0.6091370558375635,1.5228426395939088,0.6091370558375635,7.614213197969543,1.9796954314720807,1.370558375634518,1.065989847715736,3.045685279187817,2500000.0,1
Tom Barkhuizen,ENG,Derby County,31,Forward,1002.0,11.133333333333333,5.82934131736527,0.0,0.0898203592814371,0.0,4.491017964071856,0.1796407185628742,0.0,1.5269461077844313,2.245508982035928,0.1796407185628742,0.2694610778443114,0.5389221556886228,0.0,6.736526946107785,0.0898203592814371,0.2694610778443114,0.0,0.718562874251497,450000.0,0
Sam Bell,ENG,Bristol City,22,Forward,486.0,5.4,10.574074074074074,0.0,0.0,0.0,0.0,0.1851851851851851,0.0,0.7407407407407407,0.9259259259259258,0.0,0.0,0.5555555555555555,0.1851851851851851,0.0,0.1851851851851851,0.1851851851851851,0.0,0.3703703703703703,1200000.0,0
Anis Ben Slimane,TUN,Norwich City,23,Midfielder,900.0,10.0,8.5,0.0,0.7,0.0,0.0,0.9,0.3,20.1,8.9,0.7,0.6,2.4,0.7,2.22,0.4,1.9,0.3,4.1,0.0,1
Jóhann Berg Guðmundsson,ISL,Burnley,34,Midfielder,1350.0,15.0,3.333333333333333,0.0,0.0,0.0666666666666666,6.666666666666667,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0
Florian Bianchini,FRA,Swansea City,23,Forward,572.0,6.355555555555555,9.723776223776223,0.0,0.1573426573426573,0.1573426573426573,5.900349650349651,0.472027972027972,0.0,6.608391608391609,8.024475524475525,0.0,0.472027972027972,3.776223776223776,0.944055944055944,6.561188811188812,1.5734265734265735,1.5734265734265735,0.0,1.5734265734265735,2000000.0,1
Max Bird,ENG,Bristol City,24,Midfielder,1137.0,12.633333333333333,6.007915567282323,0.158311345646438,1.424802110817942,0.079155672823219,2.3271767810026387,2.453825857519789,0.554089709762533,21.29287598944591,14.881266490765173,0.237467018469657,1.424802110817942,2.928759894459103,1.266490765171504,2.6358839050131926,1.899736147757256,1.978891820580475,1.345646437994723,3.245382585751979,2800000.0,2
Colby Bishop,ENG,Portsmouth,28,Forward,815.0,9.055555555555555,1.8441717791411043,0.0,0.1104294478527607,0.1104294478527607,0.0,0.0,0.0,0.5521472392638037,0.4417177914110429,0.0,0.0,0.0,0.0,2.208588957055215,0.0,0.0,0.1104294478527607,0.0,700000.0,0
Corey Blackett-Taylor,ENG,Derby County,27,Forward,509.0,5.655555555555556,12.695481335952849,0.0,0.3536345776031434,0.1768172888015717,10.096267190569744,1.237721021611002,0.1768172888015717,5.304518664047151,6.365422396856581,0.8840864440078585,1.4145383104125735,2.298624754420432,0.0,0.0,0.8840864440078585,0.1768172888015717,0.3536345776031434,1.768172888015717,500000.0,1
Josh Bowler,ENG,Preston,25,Forward,1171.0,13.011111111111113,5.656703672075149,0.0,0.4611443210930828,0.0,1.9214346712211785,0.3842869342442357,0.0,3.22801024765158,4.227156276686593,0.3074295473953886,0.1537147736976943,1.2297181895815543,0.2305721605465414,0.0,0.53800170794193,0.53800170794193,0.1537147736976943,0.6148590947907772,1200000.0,0
Robbie Brady,IRL,Preston,32,Forward,567.0,6.3,10.253968253968251,0.1587301587301587,1.5873015873015874,0.0,4.53968253968254,3.8095238095238098,0.3174603174603174,29.365079365079367,25.87301587301588,0.6349206349206349,1.4285714285714286,3.968253968253968,1.4285714285714286,11.11111111111111,9.841269841269842,2.6984126984126986,1.9047619047619049,5.8730158730158735,400000.0,2
Cameron Brannagan,ENG,Oxford United,28,Midfielder,990.0,11.0,7.545454545454546,0.0909090909090909,0.2727272727272727,0.0909090909090909,6.063636363636364,0.6363636363636364,0.0909090909090909,8.454545454545455,3.0,0.0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.2727272727272727,0.7272727272727273,0.3636363636363636,1.2727272727272727,500000.0,0
Jacob Brown,SCO,Luton Town,26,Forward,918.0,10.2,7.313725490196078,0.0980392156862745,0.3921568627450981,0.196078431372549,3.5686274509803924,0.8823529411764707,0.196078431372549,2.843137254901961,6.07843137254902,0.4901960784313726,0.4901960784313726,1.9607843137254903,0.0980392156862745,3.1764705882352944,0.196078431372549,0.0980392156862745,0.0,0.8823529411764707,4000000.0,1
Alan Browne,IRL,Sunderland,29,Midfielder,1235.0,13.72222222222222,5.786234817813766,0.0,0.291497975708502,0.0728744939271255,4.372469635627531,1.0202429149797572,0.0728744939271255,11.441295546558704,5.975708502024292,0.145748987854251,0.6558704453441296,1.6032388663967612,0.0728744939271255,2.2153846153846155,0.9473684210526316,0.728744939271255,0.3643724696356275,1.8947368421052635,3000000.0,1
John Buckley,ENG,Blackburn,25,Midfielder,949.0,10.544444444444444,8.288724973656482,0.0,0.0948366701791359,0.0,0.0,0.5690200210748156,0.0,8.63013698630137,2.0864067439409903,0.0948366701791359,0.0948366701791359,0.1896733403582718,0.0948366701791359,4.7418335089567965,0.2845100105374078,0.1896733403582718,0.1896733403582718,1.2328767123287672,2200000.0,0
Finley Burns,ENG,Hull City,21,Midfielder,609.0,6.766666666666667,11.822660098522167,0.0,0.0,0.0,0.0,0.1477832512315271,0.0,2.0689655172413794,1.625615763546798,0.0,0.0,0.1477832512315271,0.0,7.389162561576355,0.0,0.0,0.5911330049261084,0.7389162561576355,1000000.0,0
Todd Cantwell,ENG,Blackburn,26,Forward,1350.0,15.0,5.213333333333334,0.1333333333333333,1.0,0.0,2.22,2.2666666666666666,0.2666666666666666,15.266666666666667,12.4,0.8,1.933333333333333,2.8666666666666667,0.4,0.0,2.2666666666666666,0.9333333333333332,0.4,2.8666666666666667,4500000.0,1
Žan Celar,SVN,QPR,25,Forward,622.0,6.911111111111111,10.186495176848876,0.0,0.2893890675241157,0.0,3.617363344051447,1.8810289389067525,0.0,10.12861736334405,10.996784565916398,0.2893890675241157,0.4340836012861736,4.196141479099678,0.2893890675241157,6.207395498392282,0.4340836012861736,0.5787781350482315,0.0,2.02572347266881,0.0,1
Ilias Chair,MAR,QPR,27,Midfielder,1349.0,14.988888888888887,4.5433654558932535,0.0,0.4670126019273536,0.0,3.0355819125277983,1.534469977761305,0.0,6.471460340993328,8.673091178650852,0.5337286879169756,1.134173461823573,1.4677538917716828,0.0,1.3343217197924389,3.0689399555226093,0.1334321719792439,0.1334321719792439,1.267605633802817,7000000.0,1
Giorgi Chakvetadze,GEO,Watford,25,Midfielder,968.0,10.755555555555556,7.056818181818182,0.2789256198347107,1.2086776859504131,0.0929752066115702,2.4080578512396693,7.252066115702479,0.6508264462809917,30.58884297520661,34.6797520661157,2.603305785123967,7.438016528925619,8.181818181818182,0.743801652892562,3.830578512396694,7.066115702479339,1.2086776859504131,0.371900826446281,5.020661157024793,2500000.0,2
Tawanda Chirewa,ZIM,Derby County,21,Midfielder,971.0,10.78888888888889,7.044284243048403,0.0,0.0,0.0,9.268795056642636,0.278063851699279,0.0,2.317198764160659,0.8341915550978373,0.1853759011328527,0.0,0.4634397528321318,0.1853759011328527,0.0,0.0,0.278063851699279,0.0926879505664263,0.4634397528321318,500000.0,0
Tahith Chong,NED,Luton Town,24,Midfielder,444.0,4.933333333333334,15.283783783783784,0.0,1.4189189189189189,0.4054054054054054,5.797297297297297,4.0540540540540535,0.4054054054054054,38.51351351351351,35.27027027027027,3.4459459459459456,6.283783783783783,11.148648648648647,0.6081081081081081,7.459459459459459,5.675675675675675,1.6216216216216215,0.2027027027027027,8.31081081081081,6000000.0,2
Jack Clarke,ENG,Sunderland,23,Forward,1350.0,15.0,5.1,0.0666666666666666,0.0666666666666666,0.0666666666666666,3.333333333333333,0.6666666666666666,0.1333333333333333,2.6,2.533333333333333,0.4666666666666667,0.4,0.8666666666666667,0.0,3.333333333333333,0.4666666666666667,0.1333333333333333,0.0,0.6,0.0,0
Josh Coburn,ENG,Millwall,21,Forward,879.0,9.766666666666667,5.610921501706484,0.0,0.0,0.204778156996587,4.09556313993174,0.204778156996587,0.204778156996587,2.7645051194539247,3.0716723549488054,0.3071672354948805,0.1023890784982935,0.5119453924914675,0.3071672354948805,4.09556313993174,0.0,0.409556313993174,0.1023890784982935,0.7167235494880545,1500000.0,0
Jack Colback,ENG,QPR,35,Midfielder,697.0,7.7444444444444445,11.42754662840746,0.0,0.0,0.0,0.0,0.1291248206599713,0.0,9.167862266857965,2.4533715925394546,0.2582496413199426,0.0,0.1291248206599713,0.1291248206599713,3.2281205164992826,0.0,0.2582496413199426,0.2582496413199426,0.7747489239598279,300000.0,0
Devante Cole,ENG,West Brom,29,Forward,932.0,10.355555555555556,4.828326180257511,0.0,0.0,0.0,9.656652360515022,0.0965665236051502,0.0,0.5793991416309012,0.965665236051502,0.0,0.0965665236051502,0.2896995708154506,0.0,4.46137339055794,0.0,0.0965665236051502,0.0,0.0965665236051502,800000.0,0
James Collins,IRL,Derby County,33,Forward,693.0,7.7,7.324675324675324,0.0,0.1298701298701298,0.0,0.0,0.2597402597402597,0.0,3.5064935064935066,3.2467532467532467,0.0,0.1298701298701298,0.9090909090909092,0.0,3.896103896103896,0.1298701298701298,0.1298701298701298,0.1298701298701298,0.7792207792207793,175000.0,0
Rubin Colwill,WAL,Cardiff City,22,Midfielder,1300.0,14.444444444444445,5.593846153846154,0.2076923076923076,0.8307692307692307,0.0692307692307692,3.26076923076923,3.807692307692308,0.2769230769230769,19.869230769230768,17.515384615384615,1.9384615384615385,2.769230769230769,4.569230769230769,0.7615384615384615,3.724615384615384,1.8692307692307693,1.5923076923076922,0.2076923076923076,4.361538461538461,1200000.0,2
Aaron Connolly,IRL,Sunderland,24,Forward,1236.0,13.733333333333333,5.665048543689321,0.0,0.0,0.0,7.281553398058253,0.0,0.0,0.7281553398058253,0.8009708737864079,0.145631067961165,0.0,0.3640776699029126,0.0728155339805825,1.2160194174757282,0.0,0.0728155339805825,0.0,0.145631067961165,2500000.0,0
Charlie Crew,WAL,Leeds United,18,Midfielder,974.0,10.822222222222225,7.697125256673511,0.0,0.0,0.0,9.240246406570842,0.0,0.0,0.3696098562628336,0.2772073921971252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0924024640657084,0.0,0
Ante Crnac,CRO,Norwich City,20,Forward,419.0,4.655555555555556,15.465393794749405,0.0,0.6443914081145584,0.2147971360381861,9.77326968973747,4.081145584725537,0.2147971360381861,30.50119331742244,26.634844868735083,2.362768496420048,4.295942720763723,8.37708830548926,0.8591885441527446,10.739856801909308,1.0739856801909309,3.007159904534606,0.0,5.369928400954653,8000000.0,2
Liam Cullen,WAL,Swansea City,25,Forward,1350.0,15.0,4.46,0.0,0.2,0.1333333333333333,1.48,0.6,0.0,5.666666666666667,5.733333333333333,0.0,0.4,1.5333333333333334,0.4,2.54,0.2666666666666666,0.6666666666666666,0.0,0.8666666666666667,1200000.0,0
Jaden Dixon,ENG,Stoke City,17,Forward,1350.0,15.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0
Elijah Dixon-Bonner,ENG,QPR,23,Midfielder,1305.0,14.5,5.013793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.4827586206896552,0.1379310344827586,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,350000.0,0
Ben Doak,SCO,Middlesbrough,19,Forward,1170.0,13.0,5.9,0.2307692307692307,1.3846153846153846,0.0769230769230769,4.1,3.4615384615384617,0.5384615384615384,6.538461538461538,21.846153846153847,1.7692307692307692,5.0,9.538461538461538,0.3846153846153846,3.076923076923077,1.8461538461538465,0.6923076923076923,0.1538461538461538,1.7692307692307692,10000000.0,2
Tyrhys Dolan,ENG,Blackburn,22,Midfielder,738.0,8.2,9.085365853658535,0.2439024390243902,0.7317073170731708,0.2439024390243902,5.743902439024391,4.024390243902439,0.6097560975609757,23.04878048780488,22.80487804878049,1.707317073170732,3.048780487804878,9.390243902439025,0.9756097560975612,3.048780487804878,1.5853658536585369,2.073170731707317,0.4878048780487805,6.829268292682928,5000000.0,2
George Earthy,ENG,Bristol City,20,Forward,1350.0,15.0,5.713333333333334,0.0,0.0,0.0,2.22,0.2,0.0666666666666666,4.066666666666666,3.1333333333333333,0.0,0.4666666666666667,0.8,0.2,0.0,0.2,0.4,0.2666666666666666,0.9333333333333332,1000000.0,0
John Egan,IRL,Burnley,32,Forward,800.0,8.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0
Aidomo Emakhu,IRL,Millwall,21,Forward,650.0,7.222222222222222,7.546153846153846,0.0,0.1384615384615384,0.0,0.0,0.2769230769230769,0.0,1.3846153846153846,2.353846153846154,0.1384615384615384,0.2769230769230769,0.2769230769230769,0.0,0.0,0.6923076923076923,0.2769230769230769,0.1384615384615384,0.4153846153846153,900000.0,0
Christian Fassnacht,SUI,Norwich City,31,Forward,683.0,7.588888888888889,9.408491947291363,0.0,0.1317715959004392,0.0,4.387994143484627,0.0,0.0,2.3718887262079065,2.108345534407028,0.0,0.0,1.054172767203514,0.0,6.588579795021962,0.1317715959004392,0.2635431918008785,0.0,0.527086383601757,2500000.0,0
Tegan Finn,ENG,Plymouth Argyle,0,Midfielder,915.0,10.166666666666666,6.560655737704919,0.0,0.0,0.0,0.0,0.0,0.0,0.2950819672131147,0.0,0.0983606557377049,0.0,0.0,0.0,0.0,0.0,0.0,0.1967213114754098,0.0983606557377049,0.0,0
Zian Flemming,NED,Burnley,26,Forward,1347.0,14.966666666666669,4.276169265033407,0.0668151447661469,0.2672605790645879,0.0668151447661469,3.193763919821826,0.734966592427617,0.0668151447661469,4.075723830734966,5.679287305122495,0.0,0.3340757238307349,2.071269487750557,0.3340757238307349,3.775055679287305,0.4008908685968819,0.4677060133630289,0.0668151447661469,0.8017817371937639,4200000.0,1
Tyrese Fornah,SLE,Derby County,25,Midfielder,702.0,7.8,8.551282051282051,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0
Adam Forshaw,ENG,Plymouth Argyle,33,Midfielder,874.0,9.71111111111111,8.742562929061787,0.0,0.205949656750572,0.0,7.723112128146454,0.7208237986270023,0.0,20.49199084668192,4.530892448512586,0.3089244851258581,0.205949656750572,1.3386727688787186,0.6178489702517163,10.297482837528603,0.7208237986270023,1.853546910755149,0.5148741418764302,2.471395881006865,350000.0,1
Marcus Forss,FIN,Middlesbrough,25,Forward,1350.0,15.0,5.333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.2666666666666666,0.0,0.0666666666666666,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,0
Michael Frey,SUI,QPR,30,Forward,509.0,5.655555555555556,11.457760314341844,0.1768172888015717,0.7072691552062867,0.5304518664047151,4.4204322200392925,3.0058939096267188,0.1768172888015717,20.333988212180746,18.56581532416503,0.5304518664047151,1.237721021611002,5.12770137524558,0.5304518664047151,6.630648330058938,0.3536345776031434,1.237721021611002,0.5304518664047151,3.713163064833006,1000000.0,1
