age_stats_standard,playing_time_min_stats_playing_time,value,total_cmp%_stats_passing_per_90,ast_stats_passing_per_90,ppa_stats_passing_per_90,standard_gls_stats_shooting_per_90,standard_sot%_stats_shooting_per_90,sca_sca_stats_gca_per_90,gca_gca_stats_gca_per_90,touches_mid_3rd_stats_possession_per_90,touches_att_3rd_stats_possession_per_90,take_ons_succ_stats_possession_per_90,carries_prgc_stats_possession_per_90,receiving_prgr_stats_possession_per_90,tackles_mid_3rd_stats_defense_per_90,aerial_duels_won%_stats_misc_per_90,performance_crs_stats_misc_per_90,tackles_tkl_stats_defense_per_90,int_stats_defense_per_90,performance_recov_stats_misc_per_90,cluster
-0.16132599205404005,1.1212813242638675,2.9566103055009965,-0.6012063212588519,-0.05828522673214671,0.7765617282544004,0.8120431253435528,-0.43966792902457347,1.0139266091960335,0.6565833578119348,0.3644470991976355,1.1347014128834143,1.2243676461520137,0.33011983089924657,0.9570572848030842,0.7651989680772981,-0.6233728044976847,0.226469508691736,0.46457987673028495,-0.43479530160779006,0.3462266160205,0
0.27414137111280984,1.1859569693795644,2.9566103055009965,-0.747760580714217,-0.5512698422470566,-0.27237209355594066,0.7868735755247948,0.06075995609707105,-0.01605214516580239,0.09808725273258365,-0.4561048676265487,0.24681565777074888,0.22128624955275328,-0.21297082481846663,0.22833901343831473,-0.7299315693529576,-0.3673683704542076,-0.4514380687026018,-0.42753227644432185,-0.2719315771812804,-0.16896296493851642,1
-1.249994399971165,0.8677527954103358,-0.44766994273147465,-0.5778053853859709,-0.5512698422470566,-0.5515872667348827,-0.6749738779486766,-1.082907035438395,-0.8122932640760883,-0.7050850925053344,-0.7050756707441976,-0.7860065084819612,-0.5289207759402081,-0.4516301493423681,-0.5935637243261885,-0.6297224879114542,-0.6672678095931162,-0.48731961230008697,-0.5784340303915099,-0.603365533547492,-0.844840903501204,1
-1.249994399971165,0.10716720884974036,-0.7146723151418646,-0.41033110794286,-0.5512698422470566,-0.7111233637504715,-0.6749738779486766,2.358953159553013,-0.843414705041197,-0.7050850925053344,-0.7322780697293573,-0.8888599989044401,-0.6802118432057876,-0.6465388918934315,-0.7752604628174669,-0.7299315693529576,-1.2301833345574917,-0.5552935839462848,-0.7594916181900447,-0.48791082752086606,-0.8036826281476053,1
0.9273424158630847,-1.4062428868575667,-0.38091934962887714,2.444356276945689,-0.5512698422470566,-0.4837424423198322,-0.6749738779486766,-1.082907035438395,-0.6659897321285353,-0.7050850925053344,-0.3679472078464636,-0.7063651495074585,-0.6802118432057876,-0.737982563901103,-0.7003003145370407,-0.4442829456228614,1.979027700397307,-0.5552935839462848,-0.3724095541702295,-0.603365533547492,-0.5695808543804692,1
0.27414137111280984,0.6245723697753155,0.620339546910085,-0.12943743474091574,-0.5512698422470566,-0.7111233637504715,-0.6749738779486766,-1.082907035438395,-0.8099715057818659,-0.7050850925053344,-0.6899121730176174,-0.845533022696296,-0.5989229126194406,-0.6995181621835904,-0.7969054904364349,-0.7299315693529576,-1.2301833345574917,-0.5552935839462848,-0.7594916181900447,-0.5062369713346162,-0.7932061842012419,1
1.1450760974465097,-1.194106770878081,-0.5477958323853709,1.1284455696609978,-0.5512698422470566,1.0340354138365717,0.2941233791340512,0.7904041615339488,1.2748547202176914,0.00484043347695466,0.2550487313259642,1.7592013476390609,0.23921412213350596,0.39316088337512023,1.3450584635267955,1.2188382155202298,2.874956454320953,2.363885442549495,1.001025249883322,0.7149323665051864,0.47549436700407327,0
-0.8145270368043149,0.7875549954668716,0.019584208986707704,-0.5863249829880401,-0.5512698422470566,-0.5478490815440411,0.5490333152374444,0.5468644972557231,-0.52490804542852,-0.4061973238189135,-0.575906552048569,-0.2636012760062895,-0.6027938140759334,-0.07859282017231561,0.29565304652100033,-0.6273744293138075,-1.0711782073154004,-0.5089157771390528,-0.6668415902689501,-0.41835874838010934,-0.6138702865852327,1
-0.379059673637465,-0.7413772550682028,-0.4142946461801759,-0.23247801129161347,1.4045051897957024,1.0594657785372943,0.062440291716732196,1.264610889358614,0.13521006017037682,0.3753206943037777,-0.10059995791904128,0.5749972025730304,-0.12051756703749636,1.3145031343038724,0.8329769171558047,0.19686553632870696,0.45246037475350775,0.8696835375037896,0.6638634214092307,-0.10180000736624759,0.5230921664595167,0
0.9273424158630847,1.0022781372509852,-0.11391697721848724,-0.5243029040819497,-0.5512698422470566,-0.7111233637504715,-0.2910569702708112,-0.04496342044809822,-0.7535034012003211,-0.7050850925053344,-0.5381577621234107,-0.7597477089379842,-0.6073640106746375,-0.5311611720203098,-0.6989948391870489,-0.5369257425082982,0.2161300170065965,-0.48983358564688806,-0.5851303280910289,-0.2551948695696154,-0.5652539515000304,1
1.3628097790299347,-0.9949057839217346,0.620339546910085,0.28216444191466106,-0.5512698422470566,-0.7111233637504715,-0.6749738779486766,-1.082907035438395,-0.7769503027276998,-0.7050850925053344,-0.6326968484704896,-0.6764479316581888,-0.518659709863836,-0.6615391156927972,-0.471205863488556,-0.7299315693529576,1.6550694886668538,-0.41012519655046165,-0.7594916181900447,-0.21730247869505154,-0.7938154301528614,1
0.27414137111280984,-0.6430702744923436,0.11971009864060392,0.5316915309814534,-0.5512698422470566,0.8318186031002957,-0.6749738779486766,0.10162926543527168,0.3605404682947225,-0.19154156267139316,0.31785982854018635,0.17655073603560612,-0.2811570930546294,-0.3603320743109793,-0.37974677632541415,-0.025084315992980014,0.7495247714211176,0.5603034779804044,0.03645634895026806,1.3038862335417079,0.49287048017090795,0
