player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Mihailo Ivanović,SRB,Millwall,19,2004,2.7,Midfielder,Forward,1,5,4,80.0,1.88,1.51,25,35,71.4,15,22,68.2,8,10,80.0,0,0,0,0,2,1,6,0,0,0,25,0,5,2,2,2,0,2,0,2,1,1,0,5,0,71,35,30,13,2,2,100.0,29,1,1,1,10,5,37,8,3.8,6,346,2,0,0,2,6,9,27,25.0
Kayden Jackson,ENG,Derby County,30,1994,14.2,,Forward,2,18,9,50.0,1.27,0.64,179,291,61.5,101,134,75.4,63,91,69.2,10,32,31.3,2,7,12,15,0,0,39,179,19,21,5,20,9,13,4,3,12,1,11,6,27,0,426,139,197,47,24,12,50.0,213,20,9,6,22,7,251,79,0,0,0,6,39,6,9,50,18,31,36.7
Matty Jacob,ENG,Hull City,23,2001,1.0,,Defender,0,1,1,100.0,1.05,1.05,46,67,68.7,28,29,96.6,13,22,59.1,5,13,38.5,0,1,1,3,0,1,0,46,2,1,0,1,1,1,0,0,1,1,0,0,6,1,81,30,9,1,1,1,100.0,49,0,0,0,1,0,47,0,0,0,0,0,0,0,1,5,2,1,66.7
Daniel James,WAL,Leeds United,27,1997,6.6,,Forward,2,18,7,38.9,2.71,1.05,118,193,61.1,69,89,77.5,35,58,60.3,9,29,31.0,2,16,9,21,2,0,40,118,9,22,4,9,7,1,7,1,5,0,5,0,2,0,252,89,149,21,11,2,18.2,146,22,11,8,6,5,177,52,10.1,14,908,2,40,0,7,17,2,7,22.2
William Jarvis,ENG,Hull City,21,2002,1.8,Forward,Midfielder,0,2,2,100.0,1.12,1.12,48,55,87.3,30,31,96.8,14,17,82.4,3,5,60.0,0,7,2,8,0,1,3,48,0,7,0,10,4,6,3,1,1,0,1,0,3,0,93,33,42,8,13,9,69.2,58,7,3,4,4,7,61,19,16.0,16,1440,0,3,0,4,15,0,1,0.0
Daniel Jebbison,ENG,Watford,21,2003,2.8,,Forward,0,4,1,25.0,1.45,0.36,18,33,54.5,11,20,55.0,1,6,16.7,1,1,100.0,0,1,0,1,0,0,1,18,1,6,0,4,0,2,0,2,2,0,2,0,2,0,62,22,34,7,3,0,0.0,34,3,0,1,8,7,44,14,13.0,13,1170,4,1,0,0,5,3,12,20.0
Lukas Jensen,DEN,Millwall,25,1999,16.0,,Goalkeeper,0,0,0,0,0.00,0.00,172,420,41.0,25,26,96.2,75,76,98.7,72,317,22.7,0,6,0,0,0,0,0,172,0,1,0,0,0,0,0,0,1,0,1,0,2,0,445,7,0,0,0,0,0,204,0,0,0,0,0,152,0,6.9,8,624,0,0,0,0,17,2,0,100.0
Eom Jisung,KOR,Swansea City,22,2002,7.2,Midfielder,Forward,0,16,2,12.5,2.24,0.28,175,240,72.9,100,111,90.1,54,74,73.0,16,32,50.0,1,5,8,12,0,1,38,175,5,22,1,12,7,4,6,2,10,2,8,4,6,0,321,114,168,27,25,13,52.0,208,19,8,8,9,5,220,59,6.0,14,537,0,38,4,7,23,8,12,40.0
Viktor Johansson,SWE,Stoke City,26,1998,17.0,,Goalkeeper,0,0,0,0,0.00,0.00,475,631,75.3,95,95,100.0,286,288,99.3,90,243,37.0,0,6,0,0,0,0,0,475,0,2,0,0,0,0,0,0,0,0,0,0,16,1,699,0,0,0,0,0,0,413,0,0,0,1,0,364,0,0.3,3,29,0,0,0,0,29,6,2,75.0
Ryan John Giles,ENG,Hull City,24,2000,5.0,Midfielder,Defender,0,1,1,100.0,0.20,0.20,287,350,82.0,122,137,89.1,134,159,84.3,22,38,57.9,0,14,7,20,0,1,21,287,5,4,0,1,1,0,1,0,4,1,3,1,17,0,391,158,92,2,6,2,33.3,223,12,7,0,6,4,265,15,10.5,11,945,0,21,1,1,19,0,1,0.0
Daniel Johnson,JAM,Stoke City,32,1992,0.1,,Forward,0,0,0,0,0.00,0.00,3,3,100.0,2,2,100.0,1,1,100.0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12.8,16,1150,0,0,0,0,1,0,0,0
Joseph Johnson,ENG,Luton Town,18,2006,1.3,,Defender,0,0,0,0,0.00,0.00,29,39,74.4,13,14,92.9,14,17,82.4,1,6,16.7,0,3,1,6,0,0,0,29,1,3,0,5,4,3,2,0,1,1,0,0,1,0,48,25,6,0,1,0,0.0,22,1,0,0,1,1,28,1,13.1,14,1183,0,0,0,4,4,1,0,100.0
Marvin Johnson,ENG,Sheffield Weds,33,1990,10.7,Defender,Midfielder,0,13,3,23.1,1.21,0.28,290,442,65.6,146,183,79.8,97,141,68.8,41,92,44.6,2,28,22,49,1,6,43,290,11,34,4,18,5,6,12,0,6,0,6,13,17,0,553,241,149,19,12,4,33.3,270,20,14,6,14,5,299,55,5.2,10,470,0,43,13,5,52,12,9,57.1
Michael Johnston,IRL,West Brom,25,1999,5.5,Midfielder,Forward,0,15,3,20.0,2.74,0.55,196,245,80.0,104,113,92.0,72,82,87.8,17,30,56.7,1,17,7,31,2,2,23,196,12,32,4,6,5,3,2,1,3,0,3,2,4,0,319,110,181,23,34,11,32.4,201,28,15,12,12,3,238,44,0,0,0,3,23,2,5,21,1,6,14.3
Alfie Jones,ENG,Hull City,27,1997,17.0,,Defender,0,3,1,33.3,0.18,0.06,1182,1345,87.9,347,388,89.4,736,767,96.0,93,169,55.0,0,80,7,74,4,3,2,1182,8,13,0,14,11,10,4,0,14,10,4,20,54,1,1487,663,45,9,13,8,61.5,1041,15,10,2,12,4,1161,3,0,0,0,1,2,20,11,58,38,26,59.4
Isaiah Jones,GUY,Middlesbrough,25,1999,7.1,,Forward,0,12,3,25.0,1.70,0.42,169,232,72.8,108,132,81.8,56,74,75.7,1,7,14.3,0,7,14,30,2,0,12,169,10,24,2,14,7,5,6,3,1,0,1,3,14,1,311,111,164,36,13,5,38.5,178,20,14,16,12,6,213,66,12.5,16,1121,3,12,3,7,24,4,9,30.8
Mateo Joseph,ESP,Leeds United,21,2003,9.4,,Forward,2,26,11,42.3,2.78,1.17,132,176,75.0,82,102,80.4,32,36,88.9,6,10,60.0,3,10,8,16,1,1,5,132,11,17,4,10,5,2,5,3,12,1,11,1,9,0,304,133,157,45,21,9,42.9,166,14,7,7,27,25,195,38,2.7,12,245,1,5,1,5,26,12,39,23.5
Mads Juel Andersen,DEN,Luton Town,26,1997,0.2,,Defender,0,0,0,0,0.00,0.00,6,8,75.0,3,3,100.0,3,5,60.0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,4,2,0,0,0,0,5,0,0,0,0,1,5,0,0.9,3,79,0,0,1,0,2,0,0,0
Bae Junho,KOR,Stoke City,21,2003,13.6,Midfielder,Forward,0,17,5,29.4,1.25,0.37,373,508,73.4,225,255,88.2,113,137,82.5,17,62,27.4,5,36,11,47,1,1,52,373,18,47,7,25,16,12,10,3,19,1,18,9,3,0,658,299,273,50,49,23,46.9,370,39,23,12,34,19,430,90,8.2,14,736,1,52,9,16,74,6,14,30.0
Abdoulaye Kamara,GUI,Portsmouth,20,2004,1.1,Forward,Midfielder,0,0,0,0,0.00,0.00,66,70,94.3,34,37,91.9,28,29,96.6,3,3,100.0,0,5,0,8,0,0,0,66,0,4,0,2,1,2,0,0,4,1,3,0,0,0,81,52,8,0,3,2,66.7,52,2,2,0,3,1,53,1,0,0,0,0,0,0,1,11,0,0,0
Abu Kamara,ENG,Norwich City,21,2003,0.2,,Forward,0,0,0,0,0.00,0.00,7,8,87.5,3,4,75.0,3,3,100.0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3,2,2,0,1,0,0,0,1,0,0,12,5,3,0,0,0,0,4,1,0,0,0,1,6,5,5.7,11,514,0,0,1,2,0,0,0,0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Abu Kamara,ENG,Hull City,21,2003,6.3,Midfielder,Forward,0,5,1,20.0,0.79,0.16,147,205,71.7,81,95,85.3,53,77,68.8,8,15,53.3,1,3,7,8,0,0,22,147,5,23,2,7,4,3,3,1,3,0,3,7,7,0,268,90,135,29,19,8,42.1,169,34,15,12,14,4,188,58,12.6,17,1132,1,22,7,4,27,3,3,50.0
Thomas Kaminski,BEL,Luton Town,32,1992,14.3,,Goalkeeper,0,0,0,0,0.00,0.00,336,552,60.9,49,50,98.0,136,139,97.8,151,357,42.3,1,33,2,3,0,0,0,336,0,5,1,0,0,0,0,0,0,0,0,0,4,0,590,20,1,0,1,0,0.0,312,0,0,0,1,0,268,0,5.8,7,519,0,0,0,0,22,1,0,100.0
Wilfried Kanga,CIV,Cardiff City,26,1998,4.9,,Forward,0,10,2,20.0,2.03,0.41,35,58,60.3,20,29,69.0,9,15,60.0,4,5,80.0,0,2,2,7,0,0,1,35,0,5,1,0,0,0,0,0,4,1,3,0,10,0,97,39,43,16,4,1,25.0,40,4,0,4,5,4,65,18,0.0,1,2,6,1,0,0,3,12,19,38.7
Edo Kayembe,COD,Watford,26,1998,13.1,Forward,Midfielder,5,20,7,35.0,1.53,0.53,375,462,81.2,168,188,89.4,163,188,86.7,39,63,61.9,0,31,9,43,4,5,20,375,10,30,3,17,12,10,5,2,13,1,12,6,9,1,590,323,179,17,18,6,33.3,341,11,12,3,32,23,413,35,4.0,4,360,0,20,6,12,59,9,25,26.5
Will Keane,IRL,Preston,31,1993,3.5,Midfielder,Forward,1,5,1,20.0,1.41,0.28,65,77,84.4,36,42,85.7,20,23,87.0,5,7,71.4,0,4,1,9,0,0,0,65,1,3,0,2,2,1,1,0,1,0,1,2,3,0,100,56,34,7,1,1,100.0,58,0,2,0,6,6,75,9,0,0,0,0,0,2,2,14,3,1,75.0
Kévin Keben Biakolo,CMR,Watford,20,2004,0.0,,Defender,0,0,0,0,0.00,0.00,7,7,100.0,4,4,100.0,3,3,100.0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,0,6,0,1,0,0,0,7,0,11.2,15,1012,0,0,0,0,0,0,0,0
Daniel Kelly,SCO,Millwall,19,2005,0.2,,Midfielder,0,0,0,0,0.00,0.00,2,3,66.7,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,5,1,0,1,0,0.0,4,0,0,0,1,1,2,0,16.7,17,1502,0,0,0,0,3,0,1,0.0
Kaine Kesler-Hayden,ENG,Preston,22,2002,12.3,Forward,Defender,0,10,3,30.0,0.81,0.24,304,410,74.1,148,174,85.1,133,169,78.7,22,49,44.9,2,27,5,39,0,2,18,304,10,27,6,13,11,6,6,1,14,3,11,5,35,0,573,248,171,22,45,17,37.8,327,32,19,11,33,10,335,66,0.9,6,82,1,18,5,11,58,22,15,59.5
Josh Key,ENG,Swansea City,25,1999,13.9,,Defender,0,6,4,66.7,0.43,0.29,693,848,81.7,345,381,90.6,291,344,84.6,49,78,62.8,0,47,16,65,0,1,42,693,24,30,1,20,12,13,2,5,8,5,3,15,21,2,987,476,269,14,45,25,55.6,548,50,43,8,25,20,607,64,0.1,1,8,2,42,15,12,68,9,18,33.3
Peter Kioso,COD,Oxford United,26,1998,11.8,,Defender,0,6,0,0.0,0.51,0.00,411,568,72.4,193,232,83.2,175,235,74.5,34,75,45.3,1,31,4,26,1,5,13,411,12,14,1,24,15,12,11,1,19,10,9,15,30,0,688,341,102,11,9,5,55.6,305,7,6,0,7,6,362,20,0,0,0,0,13,15,15,24,21,13,61.8
Liam Kitching,ENG,Coventry City,25,1999,5.5,,Defender,0,2,1,50.0,0.36,0.18,258,305,84.6,114,129,88.4,123,132,93.2,17,36,47.2,1,16,0,20,0,2,1,258,0,6,1,6,5,3,3,0,5,2,3,7,25,1,361,194,13,4,2,2,100.0,225,5,2,0,4,0,248,3,8.4,14,757,0,1,7,5,17,16,15,51.6
Jason Knight,IRL,Bristol City,23,2001,17.0,,Midfielder,1,19,4,21.1,1.12,0.24,756,948,79.7,348,421,82.7,328,379,86.5,58,94,61.7,4,100,12,106,1,4,12,756,23,52,3,29,12,8,18,3,8,4,4,15,21,0,1091,703,240,28,26,8,30.8,642,33,29,4,19,14,729,33,1.0,1,90,0,12,15,12,105,26,12,68.4
Olaf Kobacki,POL,Sheffield Weds,23,2001,3.5,Midfielder,Forward,0,7,3,42.9,2.03,0.87,56,82,68.3,38,51,74.5,14,18,77.8,0,1,0.0,0,1,3,8,1,0,3,56,5,7,0,13,6,7,5,1,5,2,3,3,5,0,138,51,61,14,14,6,42.9,72,11,7,5,9,6,81,24,5.1,6,462,0,3,3,6,11,4,7,36.4
Luca Koleosho,ITA,Burnley,20,2004,13.4,Midfielder,Forward,2,20,7,35.0,1.50,0.52,331,447,74.0,163,200,81.5,135,178,75.8,25,37,67.6,0,26,24,47,0,3,52,331,16,46,1,24,12,8,10,6,12,0,12,5,2,0,625,260,332,36,85,33,38.8,434,58,37,22,33,28,475,126,5.6,16,500,5,52,5,12,51,3,16,15.8
Rayan Kolli,ALG,QPR,19,2005,0.9,Midfielder,Forward,0,2,1,50.0,2.17,1.08,11,21,52.4,5,10,50.0,3,5,60.0,3,5,60.0,1,1,1,2,0,0,3,11,1,3,1,1,1,0,0,1,0,0,0,1,1,0,29,11,13,3,1,0,0.0,17,0,0,0,2,2,17,4,4.6,7,418,0,3,1,1,4,1,3,25.0
Lewis Koumas,WAL,Stoke City,19,2005,10.5,Forward,Midfielder,2,19,5,26.3,1.81,0.48,85,121,70.2,49,60,81.7,33,40,82.5,1,4,25.0,1,5,8,13,1,0,10,85,6,24,2,18,10,7,5,6,7,2,5,3,6,0,235,87,121,39,27,12,44.4,144,31,9,17,31,11,149,49,13.8,16,1245,3,10,3,10,26,3,19,13.6
Tom Krauß,GER,Luton Town,23,2001,8.0,,Midfielder,1,9,1,11.1,1.12,0.12,208,272,76.5,103,123,83.7,85,100,85.0,16,31,51.6,3,28,9,33,2,1,5,208,7,16,4,35,21,11,13,11,13,1,12,3,2,0,351,177,113,16,7,5,71.4,157,5,8,3,12,4,173,15,0,0,0,0,5,3,21,57,7,6,53.8
Paddy Lane,NIR,Portsmouth,23,2001,6.6,Forward,Midfielder,0,5,2,40.0,0.75,0.30,106,159,66.7,54,67,80.6,37,50,74.0,12,28,42.9,1,7,3,12,0,0,20,106,6,14,1,10,7,5,2,3,2,2,0,1,6,0,203,80,95,15,8,3,37.5,102,12,5,5,7,7,119,35,4.0,4,360,2,20,1,7,14,1,10,9.1
Callum Lang,ENG,Portsmouth,26,1998,11.5,Forward,Midfielder,4,29,8,27.6,2.52,0.70,82,138,59.4,45,62,72.6,32,50,64.0,5,13,38.5,1,7,4,16,0,1,14,82,7,21,6,12,5,7,5,0,13,0,13,5,12,0,310,104,161,38,41,11,26.8,176,26,11,7,37,20,173,45,4.1,9,370,3,14,5,5,41,12,18,40.0
Macaulay Langstaff,ENG,Millwall,27,1997,7.8,,Forward,1,9,5,55.6,1.16,0.64,48,78,61.5,30,42,71.4,12,16,75.0,2,10,20.0,2,3,0,7,0,0,8,48,4,7,2,6,3,1,3,2,3,0,3,0,4,0,131,52,67,20,4,3,75.0,81,16,3,5,14,6,88,31,2.2,8,200,8,8,0,3,11,3,29,9.4
Yasser Larouci,ALG,Watford,23,2001,8.5,Midfielder,Defender,0,16,2,12.5,1.87,0.23,262,346,75.7,156,175,89.1,89,124,71.8,10,30,33.3,3,12,10,27,0,0,34,262,11,27,5,9,6,4,5,0,8,0,8,16,35,0,480,156,206,24,26,8,30.8,235,28,15,10,20,6,266,62,2.8,6,248,3,34,16,6,26,7,9,43.8
Joël Latibeaudière,JAM,Coventry City,24,2000,12.2,Midfielder,Defender,0,3,1,33.3,0.25,0.08,657,759,86.6,233,259,90.0,365,395,92.4,48,83,57.8,0,43,4,37,0,6,3,657,5,9,2,19,11,8,9,2,15,9,6,12,34,0,862,431,58,10,1,1,100.0,521,10,7,1,6,4,593,5,16.5,17,1482,1,3,12,11,39,30,15,66.7
Emmanuel Latte Lath,CIV,Middlesbrough,25,1999,10.3,,Forward,7,34,11,32.4,3.29,1.06,100,140,71.4,59,77,76.6,21,28,75.0,2,4,50.0,2,4,6,8,0,0,1,100,6,32,5,12,10,3,5,4,13,1,12,5,1,0,254,94,150,64,25,12,48.0,134,12,6,8,19,9,169,56,8.3,9,746,13,1,5,10,12,23,35,39.7
Josh Laurent,ENG,Stoke City,29,1995,3.0,,Midfielder,0,0,0,0,0.00,0.00,104,122,85.2,41,48,85.4,54,60,90.0,8,11,72.7,0,15,2,16,2,1,3,104,1,8,1,7,4,2,4,1,4,0,4,3,6,0,155,82,41,4,4,0,0.0,88,4,4,0,5,1,93,4,0,0,0,0,3,3,4,12,2,2,50.0
Josh Laurent,ENG,Burnley,29,1995,6.6,,Midfielder,0,6,1,16.7,0.92,0.15,217,282,77.0,102,129,79.1,91,104,87.5,14,28,50.0,0,34,8,30,1,2,6,217,6,14,0,10,5,5,4,1,6,0,6,8,8,0,353,187,88,18,18,6,33.3,174,13,6,4,10,12,213,31,16.0,16,1440,0,6,8,5,32,13,8,61.9
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Tom Leahy,ENG,Millwall,20,2004,0.0,,Forward,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,6.6,11,594,0,0,0,0,0,0,0,0
Ryan Ledson,ENG,Preston,27,1997,3.1,,Midfielder,0,1,0,0.0,0.32,0.00,76,115,66.1,29,39,74.4,27,38,71.1,15,25,60.0,1,10,5,15,1,1,3,76,5,5,1,5,4,2,3,0,1,0,1,3,4,0,137,81,31,4,1,0,0.0,62,0,1,0,3,1,79,6,0,0,0,1,3,3,4,10,4,3,57.1
Greg Leigh,JAM,Oxford United,30,1994,8.0,Midfielder,Defender,2,6,3,50.0,0.75,0.38,247,362,68.2,122,141,86.5,95,146,65.1,26,55,47.3,1,16,5,21,0,3,17,247,5,17,2,11,7,8,3,0,12,0,12,13,18,0,448,208,100,15,8,6,75.0,191,17,10,2,8,1,258,23,3.5,7,315,0,17,13,7,26,27,14,65.9
Harry Leonard,ENG,Blackburn,21,2003,0.1,,Midfielder,0,3,0,0.0,38.57,0.00,1,3,33.3,1,2,50.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,0,0,0,3,0,0,0,0,0,6,2,15.0,15,1350,0,0,0,0,0,3,1,75.0
Ryan Leonard,ENG,Millwall,32,1992,15.8,,Defender,0,6,0,0.0,0.38,0.00,475,770,61.7,183,226,81.0,211,320,65.9,79,193,40.9,0,56,10,73,0,2,27,475,21,33,3,45,30,32,12,1,9,3,6,16,53,1,914,470,190,9,8,7,87.5,303,14,11,1,7,7,357,35,0.3,1,30,0,27,16,30,66,42,33,56.0
Liam Lindsay,SCO,Preston,29,1995,12.6,,Defender,0,6,1,16.7,0.48,0.08,452,574,78.7,140,167,83.8,258,302,85.4,49,90,54.4,0,22,0,13,0,4,1,452,3,8,0,20,13,18,2,0,14,7,7,33,67,0,735,227,25,17,0,0,0,343,0,3,0,9,6,367,2,3.1,4,283,0,1,33,13,44,47,17,73.4
Alfie Lloyd,ENG,QPR,21,2003,2.8,Midfielder,Forward,1,8,2,25.0,2.89,0.72,39,55,70.9,28,36,77.8,8,11,72.7,2,4,50.0,0,1,0,3,0,0,1,39,2,7,0,4,2,3,1,0,3,0,3,0,4,0,111,41,61,12,19,5,26.3,60,9,8,2,17,4,62,15,4.9,13,443,2,1,0,2,7,6,15,28.6
George Long,ENG,Norwich City,31,1993,6.5,,Goalkeeper,0,0,0,0,0.00,0.00,202,243,83.1,74,75,98.7,110,110,100.0,17,56,30.4,0,1,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,4,0,259,1,0,0,0,0,0,169,0,0,0,0,0,163,0,6.7,12,606,0,0,0,0,6,1,0,100.0
Sam Long,ENG,Oxford United,29,1995,8.3,,Defender,0,5,2,40.0,0.60,0.24,317,412,76.9,120,130,92.3,167,193,86.5,25,77,32.5,1,16,4,15,0,1,5,317,3,11,2,9,6,5,4,0,15,10,5,18,52,0,534,188,37,11,1,0,0.0,244,4,3,0,12,3,287,4,0,0,0,1,5,18,6,22,21,16,56.8
Ryan Longman,ENG,Hull City,24,2000,1.1,Forward,Midfielder,0,1,0,0.0,0.91,0.00,39,57,68.4,24,29,82.8,10,11,90.9,3,11,27.3,0,1,2,0,0,0,13,39,2,7,0,1,1,0,0,1,0,0,0,0,0,0,63,8,52,4,6,5,83.3,52,5,0,0,2,2,55,22,6.3,8,564,0,13,0,1,4,1,2,33.3
Imran Louza,MAR,Watford,25,1999,4.5,,Midfielder,0,5,2,40.0,1.12,0.45,249,307,81.1,146,152,96.1,69,90,76.7,29,50,58.0,0,26,1,16,4,1,24,249,4,14,1,8,4,6,2,0,6,2,4,1,2,0,347,205,68,2,4,2,50.0,186,2,7,0,8,8,244,9,10.6,14,953,0,24,1,4,25,2,2,50.0
Jamal Lowe,JAM,Sheffield Weds,30,1994,6.0,Midfielder,Forward,1,15,3,20.0,2.52,0.50,85,106,80.2,52,60,86.7,23,30,76.7,3,5,60.0,2,6,5,16,0,0,3,85,3,13,2,7,6,0,2,5,3,0,3,2,7,0,172,83,75,34,15,7,46.7,93,9,4,6,14,8,110,32,3.7,10,331,3,3,2,6,20,8,10,44.4
Max Lowe,ENG,Sheffield Weds,27,1997,9.9,,Defender,0,2,1,50.0,0.20,0.10,340,444,76.6,151,174,86.8,157,197,79.7,25,56,44.6,0,15,4,30,0,2,7,340,5,7,1,20,14,11,8,1,15,2,13,15,26,0,538,260,57,2,10,5,50.0,203,7,5,3,8,2,277,17,11.4,16,1029,0,7,15,14,31,13,11,54.2
Lucas,BRA,Burnley,23,2001,13.5,,Defender,0,10,1,10.0,0.74,0.07,630,790,79.7,296,333,88.9,287,346,82.9,34,78,43.6,2,37,6,42,2,0,57,630,16,28,2,37,20,20,13,4,17,4,13,24,36,1,936,430,229,23,16,8,50.0,489,34,18,4,17,12,552,57,2.7,9,239,0,57,24,20,54,8,11,42.1
Nicolas Madsen,DEN,QPR,24,2000,9.3,,Midfielder,2,15,5,33.3,1.62,0.54,258,331,77.9,141,166,84.9,84,104,80.8,27,41,65.9,0,20,12,39,0,8,20,258,7,34,1,11,8,8,1,2,4,1,3,5,11,0,405,180,159,23,10,3,30.0,231,8,10,3,10,4,272,35,14.2,16,1274,0,20,5,8,29,8,10,44.4
Josh Maja,NGA,West Brom,25,1998,15.3,,Forward,10,36,15,41.7,2.35,0.98,236,299,78.9,149,181,82.3,62,75,82.7,8,11,72.7,1,20,6,30,2,2,1,236,8,30,2,6,2,1,5,0,5,1,4,9,8,1,424,227,160,55,21,11,52.4,258,10,12,0,29,12,317,55,1.0,1,86,4,1,9,2,37,13,23,36.1
Million Manhoef,NED,Stoke City,22,2002,14.6,Midfielder,Forward,3,36,15,41.7,2.46,1.03,261,390,66.9,131,145,90.3,100,134,74.6,27,96,28.1,2,22,16,46,8,3,80,261,8,60,4,11,8,3,4,4,6,0,6,3,9,0,576,221,316,55,68,24,35.3,342,45,30,25,39,21,342,91,6.6,10,598,8,80,3,8,65,2,12,14.3
Benson Manuel,ANG,Burnley,27,1997,0.1,,Midfielder,0,2,0,0.0,16.36,0.00,11,14,78.6,7,7,100.0,3,3,100.0,1,3,33.3,0,1,0,1,0,0,4,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,1,1,0,0.0,15,3,1,1,0,1,16,8,1.8,6,161,0,4,0,0,0,0,0,0
Emiliano Marcondes,DEN,Norwich City,29,1995,7.1,Forward,Midfielder,1,9,3,33.3,1.27,0.42,297,363,81.8,152,167,91.0,112,133,84.2,27,47,57.4,2,25,12,38,4,6,24,297,5,25,3,13,10,5,7,1,7,4,3,5,10,0,432,218,117,11,4,1,25.0,218,8,9,1,8,4,276,32,2.8,9,249,2,24,5,10,29,2,13,13.3
Ephron Mason-Clark,ENG,Coventry City,25,1999,6.6,,Forward,0,14,5,35.7,2.11,0.75,111,152,73.0,68,82,82.9,34,47,72.3,5,12,41.7,1,4,8,11,0,0,24,111,1,18,2,9,4,2,5,2,7,2,5,6,3,0,221,69,126,26,16,7,43.8,152,26,10,11,12,9,164,51,0,0,0,4,24,6,4,16,6,9,40.0
Han-Noah Massengo,FRA,Burnley,23,2001,1.1,,Midfielder,0,1,0,0.0,0.93,0.00,48,56,85.7,24,25,96.0,20,25,80.0,1,2,50.0,1,3,1,2,0,0,2,48,1,1,1,2,0,1,1,0,2,1,1,1,5,0,70,39,9,1,1,0,0.0,38,0,0,0,0,0,45,2,16.0,16,1440,0,2,1,0,6,1,5,16.7
