player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Robert Dickie,ENG,Bristol City,28,1996,5.7,,Defender,0,0,0,0,0.00,0.00,310,364,85.2,106,127,83.5,179,192,93.2,21,36,58.3,0,19,0,18,0,0,0,310,3,1,0,6,3,5,1,0,9,6,3,5,36,0,427,202,7,1,0,0,0,215,2,2,0,2,1,240,0,16.0,16,1440,0,0,5,3,25,22,13,62.9
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Seny Dieng,SEN,Middlesbrough,30,1994,15.0,,Goalkeeper,0,0,0,0,0.00,0.00,378,480,78.8,112,113,99.1,202,206,98.1,63,158,39.9,0,5,0,0,0,0,0,378,0,2,1,0,0,0,0,0,0,0,0,0,10,1,506,10,0,0,0,0,0,304,0,0,0,0,0,276,0,14.5,15,1305,0,0,0,0,32,2,0,100.0
Anfernee Dijksteel,SUR,Middlesbrough,28,1996,5.4,,Defender,0,0,0,0,0.00,0.00,269,319,84.3,153,168,91.1,97,114,85.1,15,22,68.2,1,18,6,21,0,3,6,269,8,11,2,24,17,9,12,3,2,1,1,6,14,0,384,179,106,10,14,7,50.0,173,13,11,4,5,2,222,16,15.0,15,1350,0,6,6,17,24,7,4,63.6
Jaden Dixon,ENG,Stoke City,17,2007,0.1,Defender,Forward,0,0,0,0,0.00,0.00,7,7,100.0,2,2,100.0,5,5,100.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0.0
Elijah Dixon-Bonner,ENG,QPR,23,2001,0.1,,Midfielder,0,0,0,0,0.00,0.00,8,11,72.7,2,2,100.0,6,8,75.0,0,1,0.0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,0,0,0,0,7,0,0,0,0,0,6,1,8.2,12,738,0,0,0,0,1,0,0,0
Ben Doak,SCO,Middlesbrough,19,2005,8.3,,Forward,1,15,8,53.3,1.81,0.97,238,313,76.0,147,170,86.5,78,103,75.7,9,17,52.9,3,5,18,27,1,1,26,238,15,47,8,9,6,3,5,1,4,0,4,2,3,0,401,87,297,63,48,23,47.9,266,70,24,43,9,7,327,131,9.6,13,868,4,26,2,6,23,2,3,40.0
Lewis Dobbin,ENG,West Brom,21,2003,2.6,Midfielder,Forward,0,3,0,0.0,1.16,0.00,45,60,75.0,29,36,80.6,11,14,78.6,3,4,75.0,0,4,2,9,0,0,2,45,3,5,0,2,1,1,1,0,0,0,0,2,0,0,100,42,53,10,17,5,29.4,66,8,4,3,6,11,73,20,0.0,1,1,1,2,2,1,11,0,7,0.0
Tyrhys Dolan,ENG,Blackburn,22,2001,10.2,Forward,Midfielder,2,17,8,47.1,1.67,0.79,234,314,74.5,136,161,84.5,62,85,72.9,16,31,51.6,2,14,6,28,2,1,13,234,12,33,5,17,10,7,8,2,8,0,8,4,7,0,430,189,187,30,31,14,45.2,271,25,15,9,19,23,306,77,0,0,0,5,13,4,10,56,2,6,25.0
Alfie Doughty,ENG,Luton Town,24,1999,13.0,Midfielder,Defender,0,10,2,20.0,0.77,0.15,482,757,63.7,191,214,89.3,160,220,72.7,121,283,42.8,4,37,28,46,1,10,183,482,19,77,6,38,23,19,14,5,17,1,16,21,24,1,918,304,397,16,24,5,20.8,369,38,24,7,22,13,401,64,17.0,17,1530,3,183,21,23,78,12,7,63.2
Mamadou Doumbia,MLI,Watford,18,2006,0.3,Midfielder,Forward,0,0,0,0,0.00,0.00,4,10,40.0,2,4,50.0,2,2,100.0,0,1,0.0,0,1,0,1,0,0,0,4,0,1,0,1,0,1,0,0,2,0,2,0,0,0,20,12,6,0,2,0,0.0,5,0,0,0,2,0,11,4,0.1,1,5,0,0,0,0,0,3,5,37.5
Oliver Dovin,SWE,Coventry City,22,2002,11.0,,Goalkeeper,0,0,0,0,0.00,0.00,308,366,84.2,78,78,100.0,173,177,97.7,55,109,50.5,0,4,0,0,0,2,0,308,0,0,0,0,0,0,0,0,0,0,0,0,5,0,389,2,0,0,1,1,100.0,223,0,0,0,0,0,222,0,11.7,15,1056,0,0,0,0,16,3,0,100.0
Callum Doyle,ENG,Norwich City,21,2003,17.0,,Defender,1,7,4,57.1,0.41,0.24,1205,1433,84.1,486,533,91.2,614,679,90.4,91,174,52.3,5,92,16,95,4,11,23,1205,20,33,8,21,12,12,8,1,21,10,11,30,64,0,1617,771,147,11,18,11,61.1,960,25,11,1,13,4,1173,38,0,0,0,0,23,30,12,62,23,24,48.9
Andre Dozzell,ENG,Portsmouth,25,1999,7.8,,Midfielder,0,3,0,0.0,0.38,0.00,230,289,79.6,122,135,90.4,83,102,81.4,19,39,48.7,0,19,6,24,0,0,18,230,4,18,2,17,11,5,10,2,10,3,7,7,9,0,343,202,79,5,0,0,0,136,2,3,0,4,2,183,5,13.4,15,1207,0,18,7,11,27,7,10,41.2
Cody Drameh,ENG,Hull City,22,2001,11.7,,Defender,1,12,1,8.3,1.02,0.09,740,879,84.2,345,388,88.9,335,383,87.5,51,83,61.4,0,60,10,69,0,8,14,740,10,22,1,47,33,29,10,8,14,4,10,17,31,0,1051,435,210,19,32,14,43.8,603,39,18,7,19,9,687,35,8.7,13,785,2,14,17,33,55,10,22,31.3
Amario Duberry,ENG,Blackburn,19,2005,0.8,,Forward,0,4,2,50.0,4.86,2.43,37,45,82.2,25,28,89.3,9,10,90.0,3,4,75.0,0,0,1,5,0,0,3,37,1,5,0,1,1,0,0,1,0,0,0,0,1,0,54,21,27,5,6,5,83.3,38,7,2,2,3,1,41,8,17.0,17,1530,0,3,0,1,9,0,0,0
Shane Duffy,IRL,Norwich City,32,1992,17.0,,Defender,2,14,4,28.6,0.82,0.24,1265,1403,90.2,508,531,95.7,667,706,94.5,78,135,57.8,0,28,3,45,0,13,1,1265,8,14,2,13,7,10,3,0,23,18,5,10,88,1,1573,593,37,20,3,1,33.3,901,6,2,0,4,3,1180,2,3.8,6,345,4,1,10,7,59,46,26,63.9
Jimmy Dunne,IRL,QPR,27,1997,16.0,,Defender,1,26,8,30.8,1.62,0.50,685,899,76.2,282,329,85.7,326,392,83.2,70,141,49.6,0,46,5,49,0,2,20,685,15,25,2,31,20,19,8,4,15,7,8,18,94,0,1130,421,219,53,17,10,58.8,564,23,17,0,18,9,670,27,2.2,7,197,1,20,18,20,49,80,39,67.2
Leonard Duru,ENG,Blackburn,19,2005,0.0,,Defender,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16,1440,0,0,0,0,0,0,0,0
Pierre Dwomoh,BEL,Watford,20,2004,1.7,,Midfielder,0,0,0,0,0.00,0.00,42,52,80.8,28,33,84.8,9,12,75.0,2,2,100.0,0,3,1,5,0,0,0,42,1,4,0,2,1,0,2,0,1,0,1,10,1,1,78,50,9,1,3,1,33.3,32,1,0,0,3,4,30,1,0,0,0,0,0,10,1,10,4,5,44.4
Lyndon Dykes,SCO,QPR,29,1995,0.1,,Forward,1,1,1,100.0,15.00,15.00,1,4,25.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,2,1,0,0,0,2,0,0,0,0,0,4,0,7.6,14,685,0,0,0,0,1,2,1,66.7
George Earthy,ENG,Bristol City,20,2004,3.6,Defender,Forward,0,3,1,33.3,0.84,0.28,104,124,83.9,51,55,92.7,46,52,88.5,3,7,42.9,0,3,0,6,0,1,4,104,3,3,1,6,1,3,3,0,6,2,4,4,7,0,167,80,59,9,3,0,0.0,108,8,9,1,11,4,112,18,0,0,0,0,4,4,1,21,0,2,0.0
Malcolm Ebiowei,ENG,Oxford United,21,2003,0.8,,Midfielder,0,3,2,66.7,3.97,2.65,10,16,62.5,3,3,100.0,6,8,75.0,1,5,20.0,0,1,1,5,0,1,3,10,0,3,0,3,2,2,1,0,1,0,1,1,0,0,35,11,20,4,4,0,0.0,27,4,4,5,5,3,24,7,2.0,2,180,1,3,1,2,3,0,2,0.0
Festy Ebosele,IRL,Watford,22,2002,6.3,Midfielder,Defender,1,6,1,16.7,0.95,0.16,165,245,67.3,73,94,77.7,73,104,70.2,16,38,42.1,1,12,6,19,1,1,14,165,4,24,2,23,17,10,11,2,6,2,4,1,14,0,339,139,102,18,39,19,48.7,162,20,14,8,9,8,176,33,0,0,0,1,14,1,17,34,11,9,55.0
Josh Eccles,ENG,Coventry City,24,2000,14.9,,Midfielder,1,24,5,20.8,1.61,0.34,666,823,80.9,293,332,88.3,286,323,88.5,69,127,54.3,2,114,10,96,3,10,27,666,14,51,2,28,20,11,15,2,22,11,11,17,15,1,968,605,204,18,10,6,60.0,596,28,26,4,16,18,669,40,0.0,1,3,0,27,17,20,89,14,8,63.6
George Edmundson,ENG,Middlesbrough,27,1997,11.8,,Defender,1,4,1,25.0,0.34,0.08,700,760,92.1,288,299,96.3,332,349,95.1,65,91,71.4,0,37,0,44,0,1,0,700,4,5,0,9,6,1,6,2,11,7,4,10,42,1,847,421,30,4,3,1,33.3,499,7,7,1,2,1,615,0,0.0,1,1,2,0,10,6,44,17,16,51.5
Joe Edwards,ENG,Plymouth Argyle,34,1990,9.5,,Defender,1,6,4,66.7,0.63,0.42,414,509,81.3,158,175,90.3,212,249,85.1,39,71,54.9,0,31,2,36,0,1,2,414,8,12,1,32,23,17,10,5,20,6,14,11,36,0,639,315,74,8,11,6,54.5,270,8,6,0,10,6,331,15,8.9,9,800,0,2,11,23,46,14,14,50.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Kyle Edwards,ENG,Oxford United,26,1998,1.5,,Midfielder,0,1,0,0.0,0.68,0.00,34,46,73.9,13,17,76.5,19,23,82.6,1,2,50.0,1,1,1,7,0,0,5,34,3,5,1,2,1,0,0,2,3,3,0,2,2,0,67,22,35,12,4,1,25.0,44,12,5,7,5,2,46,11,8.5,10,761,0,5,2,1,10,2,3,40.0
John Egan,IRL,Burnley,32,1992,0.1,Forward,Defender,0,0,0,0,0.00,0.00,1,2,50.0,1,1,100.0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5.1,8,455,0,0,0,0,0,1,0,100.0
CJ Egan-Riley,ENG,Burnley,21,2003,13.1,,Defender,1,8,2,25.0,0.61,0.15,895,1037,86.3,294,312,94.2,513,547,93.8,83,154,53.9,0,61,2,53,1,12,1,895,7,19,0,25,20,17,8,0,12,9,3,10,50,2,1149,554,38,10,2,1,50.0,742,14,4,0,5,2,849,6,7.2,8,650,0,1,10,20,67,24,14,63.2
Callum Elder,AUS,Derby County,29,1995,7.4,,Defender,0,3,0,0.0,0.40,0.00,245,358,68.4,117,134,87.3,99,148,66.9,23,56,41.1,1,16,7,29,0,0,31,245,10,14,2,9,3,7,1,1,9,3,6,6,23,0,424,184,105,2,8,3,37.5,184,13,5,1,5,5,229,20,4.4,8,398,1,31,6,3,17,14,10,58.3
Aidomo Emakhu,IRL,Millwall,21,2003,0.8,,Forward,0,2,0,0.0,2.61,0.00,10,15,66.7,6,6,100.0,3,7,42.9,0,0,0,1,0,2,3,0,0,5,10,1,3,1,3,2,2,0,1,2,0,2,1,1,0,35,13,19,3,5,1,20.0,21,4,2,1,4,1,22,2,0,0,0,0,5,1,2,4,0,2,0.0
Lukas Engel,DEN,Middlesbrough,25,1998,2.9,,Defender,0,7,0,0.0,2.42,0.00,137,177,77.4,57,69,82.6,64,77,83.1,16,23,69.6,0,15,7,23,0,2,12,137,3,12,0,5,3,4,1,0,4,1,3,5,3,0,211,87,77,9,2,1,50.0,118,7,4,0,6,1,133,28,1.1,7,99,0,12,5,3,12,7,2,77.8
Niall Ennis,ENG,Stoke City,25,1999,1.1,Midfielder,Forward,0,2,1,50.0,1.84,0.92,12,18,66.7,9,9,100.0,2,6,33.3,0,0,0,0,0,0,0,0,0,1,12,2,1,0,0,0,0,0,0,0,0,0,0,2,0,29,10,17,4,2,1,50.0,18,1,1,0,6,3,24,9,5.9,12,528,0,1,0,0,3,2,12,14.3
Romain Esse,ENG,Millwall,19,2005,14.6,,Forward,3,18,9,50.0,1.24,0.62,219,339,64.6,108,138,78.3,77,113,68.1,23,48,47.9,1,24,17,45,1,2,38,219,17,46,3,38,24,15,17,6,20,1,19,5,14,0,568,245,243,41,77,35,45.5,360,25,24,10,50,40,382,70,5.7,7,511,5,38,5,24,75,17,36,32.1
Maxime Estève,FRA,Burnley,22,2002,16.9,,Defender,0,0,0,0,0.00,0.00,1129,1233,91.6,314,338,92.9,725,749,96.8,81,122,66.4,0,46,0,58,1,10,4,1129,7,13,1,20,13,15,4,1,17,11,6,15,65,1,1374,644,27,5,1,1,100.0,832,5,3,0,9,1,989,1,15.0,15,1350,0,4,15,13,58,27,23,54.0
Oscar Estupiñan,COL,Hull City,27,1996,1.6,,Forward,1,3,1,33.3,1.84,0.61,12,20,60.0,7,10,70.0,3,4,75.0,1,1,100.0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,2,0,2,0,4,0,35,18,12,4,0,0,0,11,0,0,0,5,0,17,3,5.4,8,484,4,0,0,0,4,5,6,45.5
Milan van Ewijk,NED,Coventry City,24,2000,16.9,,Defender,1,13,6,46.2,0.77,0.36,717,929,77.2,347,396,87.6,296,368,80.4,57,115,49.6,1,55,18,72,1,2,65,717,23,47,2,33,21,16,13,4,9,2,7,17,34,0,1100,506,337,21,28,10,35.7,593,48,34,4,27,9,616,100,0.1,2,11,2,65,17,21,86,13,10,56.5
Malachi Fagan-Walcott,ENG,Cardiff City,22,2002,0.3,,Defender,0,0,0,0,0.00,0.00,9,10,90.0,4,5,80.0,4,4,100.0,1,1,100.0,0,1,0,0,0,0,0,9,0,0,0,1,1,0,1,0,0,0,0,0,1,0,12,4,0,0,0,0,0,8,0,0,0,0,0,7,0,0.1,2,9,0,0,0,1,1,0,0,0
Akin Famewo,ENG,Sheffield Weds,26,1998,7.1,,Defender,0,1,1,100.0,0.14,0.14,234,308,76.0,92,116,79.3,111,127,87.4,26,54,48.1,1,15,3,14,2,3,0,234,2,4,1,11,9,7,4,0,6,3,3,22,26,0,380,148,10,4,2,1,50.0,177,0,2,0,4,2,201,0,8.3,11,744,0,0,22,9,25,15,10,60.0
Jacob Farrell,AUS,Portsmouth,22,2002,1.0,,Defender,0,1,0,0.0,1.00,0.00,30,42,71.4,15,17,88.2,11,15,73.3,3,7,42.9,0,1,0,1,0,0,2,30,3,1,0,1,1,1,0,0,0,0,0,4,5,0,53,20,8,2,0,0,0,28,2,0,0,1,0,32,4,2.6,13,233,0,2,4,1,4,2,0,100.0
Christian Fassnacht,SUI,Norwich City,31,1993,0.9,Defender,Forward,0,3,1,33.3,3.29,1.10,20,28,71.4,9,15,60.0,9,9,100.0,0,1,0.0,0,3,1,3,0,0,1,20,0,0,0,2,1,1,0,1,1,0,1,0,1,0,39,18,16,4,1,0,0.0,15,0,1,0,2,0,22,8,0,0,0,0,1,0,1,4,1,1,50.0
Tom Fellows,ENG,West Brom,21,2003,12.1,,Forward,0,19,3,15.8,1.57,0.25,215,280,76.8,115,125,92.0,89,117,76.1,8,20,40.0,6,3,16,11,0,0,49,215,10,35,7,14,9,3,9,2,9,2,7,2,12,0,409,124,257,53,37,17,45.9,274,60,8,31,31,18,324,135,10.2,14,915,2,49,2,9,16,4,27,12.9
Sam Field,ENG,QPR,26,1998,14.9,Defender,Midfielder,0,12,6,50.0,0.80,0.40,481,608,79.1,222,253,87.7,224,267,83.9,23,55,41.8,0,35,2,44,0,0,2,481,12,21,1,26,12,9,11,6,28,12,16,15,47,0,780,375,114,16,8,4,50.0,352,8,10,2,12,9,437,6,13.0,13,1170,0,2,15,12,67,35,18,66.0
Tegan Finn,,Plymouth Argyle,0,0,0.2,,Midfielder,0,0,0,0,0.00,0.00,2,3,66.7,1,1,100.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,1,1,100.0,3,0,0,0,0,1,3,0,0.3,3,29,0,0,2,0,1,0,0,0
Junior Firpo,DOM,Leeds United,28,1996,12.7,,Defender,1,9,3,33.3,0.71,0.24,672,822,81.8,397,443,89.6,238,277,85.9,23,52,44.2,3,46,13,67,1,3,24,672,28,38,5,34,15,14,15,5,8,2,6,16,29,0,973,439,336,41,13,4,30.8,488,19,22,7,13,13,630,124,11.0,11,990,2,24,16,15,48,27,18,60.0
Will Fish,ENG,Cardiff City,21,2003,1.9,,Defender,0,0,0,0,0.00,0.00,58,73,79.5,18,24,75.0,32,35,91.4,8,13,61.5,0,4,0,5,0,0,0,58,0,0,0,2,1,1,1,0,3,3,0,2,7,0,87,44,2,1,1,1,100.0,35,1,0,0,0,0,46,1,17.0,17,1527,0,0,2,1,4,6,6,50.0
Kellen Fisher,ENG,Norwich City,20,2004,9.6,Midfielder,Defender,0,5,2,40.0,0.52,0.21,447,528,84.7,269,292,92.1,156,177,88.1,15,33,45.5,1,21,4,20,0,1,10,447,15,18,2,22,16,12,7,3,6,1,5,15,22,0,613,322,95,14,8,5,62.5,338,17,3,4,7,9,389,37,7.8,10,702,1,10,15,16,42,11,2,84.6
Zian Flemming,NED,Burnley,26,1998,6.3,Midfielder,Forward,1,23,11,47.8,3.66,1.75,57,89,64.0,32,41,78.0,14,26,53.8,6,11,54.5,1,7,4,8,0,0,6,57,1,11,1,7,7,1,5,1,1,0,1,1,2,0,152,62,85,26,4,0,0.0,89,5,4,1,13,6,113,31,11.7,15,1054,3,6,1,7,12,13,10,56.5
Tyrese Fornah,SLE,Derby County,25,1999,0.1,,Midfielder,0,0,0,0,0.00,0.00,2,3,66.7,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0.8,5,74,0,0,0,0,0,0,0,0
Adam Forshaw,ENG,Plymouth Argyle,33,1991,5.8,,Midfielder,0,6,3,50.0,1.04,0.52,231,271,85.2,101,109,92.7,105,114,92.1,23,33,69.7,0,23,2,27,0,4,7,231,7,9,0,19,13,9,7,3,4,1,3,5,7,0,322,205,46,2,4,3,75.0,192,3,3,1,6,6,223,13,17.0,17,1530,0,7,5,13,25,3,1,75.0
Amankwah Forson,GHA,Norwich City,21,2002,6.4,Forward,Midfielder,0,9,3,33.3,1.42,0.47,147,192,76.6,81,96,84.4,49,58,84.5,12,24,50.0,1,19,6,22,3,3,6,147,5,8,1,10,6,6,3,1,15,5,10,2,4,1,269,144,77,10,14,3,21.4,148,9,12,1,11,16,179,26,16.0,16,1440,0,6,2,6,24,1,4,20.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Marcus Forss,FIN,Middlesbrough,25,1999,0.5,Midfielder,Forward,0,0,0,0,0.00,0.00,7,12,58.3,5,9,55.6,2,2,100.0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,2,0,17,7,7,3,1,0,0.0,8,1,0,1,0,0,11,7,0.0,1,2,0,0,1,0,0,0,0,0
Craig Forsyth,SCO,Derby County,35,1989,8.0,Forward,Defender,1,3,1,33.3,0.38,0.13,308,413,74.6,117,137,85.4,159,199,79.9,28,61,45.9,1,29,0,32,0,2,5,308,6,7,1,13,8,7,4,2,12,6,6,12,27,0,505,233,83,9,3,0,0.0,179,9,6,0,8,3,264,8,1.7,3,153,0,5,12,8,37,18,13,58.1
Gabriel Forsyth,SCO,Norwich City,18,2006,1.8,Forward,Midfielder,0,4,1,25.0,2.21,0.55,73,94,77.7,28,35,80.0,34,40,85.0,10,16,62.5,0,8,3,13,0,1,11,73,2,3,0,1,1,0,1,0,3,1,2,2,0,0,118,66,42,0,5,1,20.0,57,1,2,0,5,1,82,6,0.1,1,6,0,11,2,1,4,0,3,0.0
Lyle Foster,RSA,Burnley,24,2000,7.5,,Forward,1,16,3,18.8,2.14,0.40,107,138,77.5,63,78,80.8,37,44,84.1,4,5,80.0,1,3,1,12,0,1,1,107,3,12,3,5,4,1,2,2,3,0,3,1,3,0,208,115,87,25,13,7,53.8,127,11,10,7,19,10,165,27,3.6,10,322,1,1,1,4,15,12,29,29.3
Morgan Fox,WAL,QPR,31,1993,1.5,Midfielder,Defender,0,0,0,0,0.00,0.00,75,102,73.5,18,20,90.0,37,44,84.1,20,34,58.8,0,6,1,7,0,1,0,75,2,3,0,1,0,1,0,0,2,2,0,1,5,0,115,46,6,2,0,0,0,61,0,0,0,0,0,65,0,0.8,4,68,0,0,1,0,4,6,3,66.7
Gianluca Frabotta,ITA,West Brom,25,1999,0.3,,Defender,0,0,0,0,0.00,0.00,11,14,78.6,4,6,66.7,7,8,87.5,0,0,0,0,0,0,2,0,0,0,11,0,0,0,3,3,2,1,0,1,0,1,1,2,0,23,9,4,0,0,0,0,7,0,1,0,1,0,9,1,6.3,10,568,0,0,1,3,1,0,2,0.0
Gonçalo Franco,POR,Swansea City,24,2000,12.1,,Midfielder,0,19,5,26.3,1.57,0.41,410,506,81.0,220,248,88.7,158,187,84.5,22,37,59.5,1,30,9,51,1,3,13,410,17,25,3,45,33,15,24,6,18,2,16,16,7,1,667,393,171,19,22,6,27.3,384,8,7,1,19,18,455,28,14.9,16,1342,1,13,16,33,60,7,18,28.0
Michael Frey,SUI,QPR,30,1994,8.1,,Forward,3,16,4,25.0,1.99,0.50,105,162,64.8,59,84,70.2,29,42,69.0,8,13,61.5,1,8,4,12,0,1,2,105,12,17,1,7,6,1,3,3,5,1,4,3,7,0,239,115,105,32,6,3,50.0,135,7,4,3,25,12,172,29,11.8,12,1064,8,2,3,6,21,27,45,37.5
Dael Fry,ENG,Middlesbrough,27,1997,0.2,,Defender,0,0,0,0,0.00,0.00,13,14,92.9,3,3,100.0,9,10,90.0,1,1,100.0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,0,0,0,0,5,0,0,0,0,0,11,0,9.5,10,859,0,0,0,0,0,0,0,0
Mads Frøkjær-Jensen,DEN,Preston,25,1999,9.5,Forward,Midfielder,2,14,2,14.3,1.47,0.21,255,368,69.3,124,153,81.0,92,126,73.0,27,60,45.0,0,28,10,35,2,1,28,255,11,22,0,15,7,6,7,2,8,1,7,3,1,0,455,217,185,18,18,8,44.4,239,14,12,2,14,2,294,44,1.5,4,132,1,28,3,7,43,8,13,38.1
Leo Fuhr Hjelde,NOR,Sunderland,21,2003,0.0,Defender,Forward,0,0,0,0,0.00,0.00,5,8,62.5,2,2,100.0,3,4,75.0,0,2,0.0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,5,1,1,0,1,1,5,1,0.1,2,7,0,1,0,0,0,0,1,0.0
Jay Fulton,SCO,Swansea City,30,1994,3.3,,Midfielder,0,1,0,0.0,0.30,0.00,89,106,84.0,50,54,92.6,34,41,82.9,1,2,50.0,0,10,1,14,2,0,0,89,3,5,1,4,4,0,4,0,1,0,1,3,2,1,124,76,35,5,2,1,50.0,72,2,4,1,5,0,86,10,13.1,14,1178,1,0,3,4,5,2,4,33.3
Darnell Furlong,ENG,West Brom,29,1995,16.0,,Defender,0,15,1,6.7,0.94,0.06,556,774,71.8,228,276,82.6,257,334,76.9,62,129,48.1,1,43,16,56,2,1,38,556,13,40,7,15,8,9,4,2,14,3,11,14,66,0,932,403,265,25,14,4,28.6,425,31,17,3,11,6,527,57,0,0,0,1,38,14,8,34,57,14,80.3
Sam Gallagher,ENG,Stoke City,29,1995,1.9,Midfielder,Forward,1,4,1,25.0,2.07,0.52,13,28,46.4,6,13,46.2,5,10,50.0,2,2,100.0,1,2,2,4,1,0,1,13,1,5,2,4,1,0,1,3,1,0,1,0,2,0,59,29,26,7,5,1,20.0,37,2,3,1,8,3,43,6,7.4,9,670,1,1,0,1,4,5,10,33.3
