player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_stats_standard,playing_time_min_stats_playing_time,total_cmp%_stats_passing,ast_stats_passing,ppa_stats_passing,standard_gls_stats_shooting,standard_sot%_stats_shooting,sca_sca_stats_gca,gca_gca_stats_gca,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,take_ons_succ_stats_possession,carries_prgc_stats_possession,receiving_prgr_stats_possession,tackles_mid_3rd_stats_defense,aerial_duels_won%_stats_misc,performance_crs_stats_misc,tackles_tkl_stats_defense,int_stats_defense,performance_recov_stats_misc,90s,total_cmp%_stats_passing_per_90,ast_stats_passing_per_90,ppa_stats_passing_per_90,standard_gls_stats_shooting_per_90,standard_sot%_stats_shooting_per_90,sca_sca_stats_gca_per_90,gca_gca_stats_gca_per_90,touches_mid_3rd_stats_possession_per_90,touches_att_3rd_stats_possession_per_90,take_ons_succ_stats_possession_per_90,carries_prgc_stats_possession_per_90,receiving_prgr_stats_possession_per_90,tackles_mid_3rd_stats_defense_per_90,aerial_duels_won%_stats_misc_per_90,performance_crs_stats_misc_per_90,tackles_tkl_stats_defense_per_90,int_stats_defense_per_90,performance_recov_stats_misc_per_90
Liam Cullen,WAL,Swansea City,25,1999,7.7,Forward,1350.0,66.9,0,3,2,22.2,9,0,85,86,0,6,23,6,38.1,4,10,0,13,15.0,4.46,0.0,0.2,0.13333333333333333,1.48,0.6,0.0,5.666666666666667,5.733333333333333,0.0,0.4,1.5333333333333334,0.4,2.54,0.26666666666666666,0.6666666666666666,0.0,0.8666666666666667
Jamie Cumming,ENG,Oxford United,25,1999,15.0,Goalkeeper,629.0,64.6,0,0,0,0.0,6,3,5,0,0,0,0,0,100.0,0,0,0,11,6.988888888888889,9.243243243243242,0.0,0.0,0.0,0.0,0.8585055643879174,0.4292527821939587,0.7154213036565977,0.0,0.0,0.0,0.0,0.0,14.308426073131955,0.0,0.0,0.0,1.573926868044515
Jesper Daland,NOR,Cardiff City,24,2000,2.8,Defender,1172.0,87.0,0,0,0,0.0,1,0,79,7,2,3,1,0,64.3,0,2,3,7,13.022222222222222,6.680887372013652,0.0,0.0,0.0,0.0,0.07679180887372014,0.0,6.066552901023891,0.537542662116041,0.15358361774744028,0.23037542662116042,0.07679180887372014,0.0,4.937713310580205,0.0,0.15358361774744028,0.23037542662116042,0.537542662116041
Harry Darling,ENG,Swansea City,25,1999,15.0,Defender,811.0,87.0,1,1,0,35.7,7,1,594,41,4,20,2,4,62.3,0,12,9,59,9.011111111111111,9.654747225647348,0.11097410604192355,0.11097410604192355,0.0,3.961775585696671,0.7768187422934648,0.11097410604192355,65.9186189889026,4.549938347718865,0.4438964241676942,2.219482120838471,0.2219482120838471,0.4438964241676942,6.913686806411837,0.0,1.3316892725030827,0.998766954377312,6.5474722564734895
Jay Dasilva,WAL,Coventry City,26,1998,6.0,Defender,630.0,81.8,1,9,0,0.0,13,2,167,134,5,13,38,4,28.6,15,16,6,28,7.0,11.685714285714285,0.14285714285714285,1.2857142857142858,0.0,0.0,1.8571428571428572,0.2857142857142857,23.857142857142858,19.142857142857142,0.7142857142857143,1.8571428571428572,5.428571428571429,0.5714285714285714,4.085714285714286,2.142857142857143,2.2857142857142856,0.8571428571428571,4.0
Robert Dickie,ENG,Bristol City,28,1996,3.7,Defender,1082.0,83.1,0,0,0,0.0,0,0,114,3,0,0,0,1,65.2,0,4,4,16,12.022222222222222,6.912199630314232,0.0,0.0,0.0,0.0,0.0,0.0,9.482439926062847,0.24953789279112754,0.0,0.0,0.0,0.08317929759704251,5.423290203327173,0.0,0.33271719038817005,0.33271719038817005,1.3308687615526802
Anfernee Dijksteel,SUR,Middlesbrough,28,1996,5.3,Defender,637.0,84.7,1,6,0,0.0,11,2,174,99,7,11,15,11,63.6,5,23,6,24,7.0777777777777775,11.967032967032967,0.141287284144427,0.847723704866562,0.0,0.0,1.554160125588697,0.282574568288854,24.5839874411303,13.987441130298274,0.989010989010989,1.554160125588697,2.119309262166405,1.554160125588697,8.985871271585557,0.7064364207221351,3.2496075353218212,0.847723704866562,3.390894819466248
Jaden Dixon,ENG,Stoke City,17,2007,0.1,Forward,1350.0,100.0,0,0,0,0.0,0,0,3,0,0,0,0,0,0.0,0,0,0,0,15.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Dixon-Bonner,ENG,QPR,23,2001,0.1,Midfielder,1305.0,72.7,0,0,0,0.0,0,0,7,2,0,0,1,0,0.0,0,0,0,1,14.5,5.013793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.4827586206896552,0.13793103448275862,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.06896551724137931
Ben Doak,SCO,Middlesbrough,19,2005,7.6,Forward,1170.0,76.7,3,18,1,53.3,45,7,85,284,23,65,124,5,40.0,24,9,2,23,13.0,5.9,0.23076923076923078,1.3846153846153846,0.07692307692307693,4.1,3.4615384615384617,0.5384615384615384,6.538461538461538,21.846153846153847,1.7692307692307692,5.0,9.538461538461538,0.38461538461538464,3.076923076923077,1.8461538461538463,0.6923076923076923,0.15384615384615385,1.7692307692307692
Tyrhys Dolan,ENG,Blackburn,22,2001,10.2,Midfielder,738.0,74.5,2,6,2,47.1,33,5,189,187,14,25,77,8,25.0,13,17,4,56,8.2,9.085365853658537,0.24390243902439027,0.7317073170731708,0.24390243902439027,5.743902439024391,4.024390243902439,0.6097560975609757,23.04878048780488,22.80487804878049,1.707317073170732,3.048780487804878,9.390243902439025,0.9756097560975611,3.048780487804878,1.5853658536585367,2.073170731707317,0.48780487804878053,6.829268292682928
Alfie Doughty,ENG,Luton Town,24,1999,13.0,Defender,868.0,63.7,4,28,0,20.0,77,6,304,397,5,38,64,14,63.2,183,38,21,78,9.644444444444444,6.60483870967742,0.4147465437788019,2.903225806451613,0.0,2.0737327188940093,7.983870967741936,0.6221198156682028,31.520737327188943,41.163594470046085,0.5184331797235023,3.940092165898618,6.63594470046083,1.4516129032258065,6.552995391705069,18.974654377880185,3.940092165898618,2.17741935483871,8.087557603686637
Callum Doyle,ENG,Norwich City,21,2003,15.0,Defender,1350.0,83.0,5,16,1,57.1,31,8,679,145,11,23,38,8,50.0,22,19,27,55,15.0,5.533333333333333,0.3333333333333333,1.0666666666666667,0.06666666666666667,3.8066666666666666,2.066666666666667,0.5333333333333333,45.266666666666666,9.666666666666666,0.7333333333333333,1.5333333333333334,2.533333333333333,0.5333333333333333,3.3333333333333335,1.4666666666666666,1.2666666666666666,1.8,3.6666666666666665
Cody Drameh,ENG,Hull City,22,2001,9.7,Defender,903.0,83.2,0,7,1,14.3,17,1,343,160,11,30,29,9,30.8,12,40,14,41,10.033333333333333,8.292358803986712,0.0,0.6976744186046512,0.09966777408637874,1.425249169435216,1.6943521594684385,0.09966777408637874,34.18604651162791,15.946843853820598,1.0963455149501662,2.990033222591362,2.8903654485049834,0.8970099667774086,3.0697674418604652,1.196013289036545,3.9867109634551494,1.3953488372093024,4.086378737541528
Shane Duffy,IRL,Norwich City,32,1992,15.0,Defender,1027.0,89.7,0,2,1,25.0,11,1,518,32,1,5,2,3,63.1,1,10,9,52,11.411111111111111,7.860759493670886,0.0,0.17526777020447906,0.08763388510223953,2.190847127555988,0.9639727361246349,0.08763388510223953,45.39435248296007,2.804284323271665,0.08763388510223953,0.43816942551119764,0.17526777020447906,0.2629016553067186,5.529698149951314,0.08763388510223953,0.8763388510223953,0.7887049659201558,4.556962025316456
Jimmy Dunne,IRL,QPR,27,1997,15.0,Defender,695.0,76.7,0,4,1,33.3,23,2,386,196,8,21,23,8,67.3,17,30,15,46,7.722222222222222,9.932374100719425,0.0,0.5179856115107914,0.12949640287769784,4.312230215827338,2.9784172661870505,0.2589928057553957,49.985611510791365,25.381294964028775,1.0359712230215827,2.7194244604316546,2.9784172661870505,1.0359712230215827,8.715107913669064,2.2014388489208634,3.884892086330935,1.9424460431654675,5.956834532374101
Leonard Duru,ENG,Blackburn,19,2005,0.0,Defender,1350.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Earthy,ENG,Bristol City,20,2004,3.0,Forward,1350.0,85.7,0,0,0,33.3,3,1,61,47,0,7,12,3,0.0,3,6,4,14,15.0,5.713333333333334,0.0,0.0,0.0,2.2199999999999998,0.2,0.06666666666666667,4.066666666666666,3.1333333333333333,0.0,0.4666666666666667,0.8,0.2,0.0,0.2,0.4,0.26666666666666666,0.9333333333333333
Festy Ebosele,IRL,Watford,22,2002,5.7,Defender,536.0,67.0,1,5,1,20.0,21,2,124,92,17,15,25,11,58.8,12,23,1,28,5.955555555555556,11.25,0.16791044776119401,0.8395522388059701,0.16791044776119401,3.3582089552238803,3.5261194029850746,0.33582089552238803,20.82089552238806,15.44776119402985,2.8544776119402986,2.5186567164179103,4.197761194029851,1.8470149253731343,9.873134328358208,2.014925373134328,3.8619402985074625,0.16791044776119401,4.701492537313433
John Egan,IRL,Burnley,32,1992,0.0,Forward,800.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Egan-Riley,ENG,Burnley,21,2003,11.1,Defender,761.0,87.3,0,2,0,16.7,17,0,482,35,1,14,6,6,67.6,1,19,7,56,8.455555555555556,10.324572930354796,0.0,0.23653088042049933,0.0,1.9750328515111695,2.0105124835742445,0.0,57.00394218134034,4.139290407358739,0.11826544021024966,1.6557161629434953,0.709592641261498,0.709592641261498,7.994743758212877,0.11826544021024966,2.247043363994744,0.8278580814717477,6.622864651773981
Callum Elder,AUS,Derby County,29,1995,7.4,Defender,455.0,68.4,1,7,0,0.0,14,2,184,105,3,13,20,1,58.3,31,9,6,17,5.055555555555555,13.529670329670331,0.19780219780219782,1.3846153846153846,0.0,0.0,2.769230769230769,0.39560439560439564,36.395604395604394,20.76923076923077,0.5934065934065934,2.5714285714285716,3.956043956043956,0.19780219780219782,11.531868131868132,6.131868131868132,1.7802197802197803,1.1868131868131868,3.3626373626373627
Aidomo Emakhu,IRL,Millwall,21,2003,0.8,Forward,650.0,54.5,0,1,0,0.0,2,0,10,17,1,2,2,0,0.0,5,2,1,3,7.222222222222222,7.546153846153846,0.0,0.13846153846153847,0.0,0.0,0.27692307692307694,0.0,1.3846153846153846,2.353846153846154,0.13846153846153847,0.27692307692307694,0.27692307692307694,0.0,0.0,0.6923076923076923,0.27692307692307694,0.13846153846153847,0.41538461538461535
Maxime Estève,FRA,Burnley,22,2002,14.9,Defender,528.0,91.9,0,0,0,0.0,12,1,575,26,1,4,1,3,52.4,4,17,13,54,5.866666666666666,15.66477272727273,0.0,0.0,0.0,0.0,2.0454545454545454,0.17045454545454547,98.01136363636364,4.4318181818181825,0.17045454545454547,0.6818181818181819,0.17045454545454547,0.5113636363636364,8.931818181818182,0.6818181818181819,2.897727272727273,2.2159090909090913,9.204545454545455
Milan van Ewijk,NED,Coventry City,24,2000,14.9,Defender,1350.0,76.3,1,12,1,54.5,40,2,432,276,9,39,86,12,50.0,52,30,15,73,15.0,5.086666666666667,0.06666666666666667,0.8,0.06666666666666667,3.6333333333333333,2.6666666666666665,0.13333333333333333,28.8,18.4,0.6,2.6,5.733333333333333,0.8,3.3333333333333335,3.466666666666667,2.0,1.0,4.866666666666666
Malachi Fagan-Walcott,ENG,Cardiff City,22,2002,0.3,Defender,478.0,90.0,0,0,0,0.0,0,0,4,0,0,0,0,1,0.0,0,1,0,1,5.311111111111111,16.94560669456067,0.0,0.0,0.0,0.0,0.0,0.0,0.7531380753138076,0.0,0.0,0.0,0.0,0.1882845188284519,0.0,0.0,0.1882845188284519,0.0,0.1882845188284519
Christian Fassnacht,SUI,Norwich City,31,1993,0.9,Forward,683.0,71.4,0,1,0,33.3,0,0,18,16,0,0,8,0,50.0,1,2,0,4,7.588888888888889,9.408491947291363,0.0,0.13177159590043924,0.0,4.387994143484627,0.0,0.0,2.3718887262079065,2.108345534407028,0.0,0.0,1.054172767203514,0.0,6.588579795021962,0.13177159590043924,0.2635431918008785,0.0,0.527086383601757
Tegan Finn,ENG,Plymouth Argyle,0,0,0.2,Midfielder,915.0,66.7,0,0,0,0.0,0,0,3,0,1,0,0,0,0.0,0,0,2,1,10.166666666666666,6.560655737704919,0.0,0.0,0.0,0.0,0.0,0.0,0.29508196721311475,0.0,0.09836065573770493,0.0,0.0,0.0,0.0,0.0,0.0,0.19672131147540986,0.09836065573770493
Junior Firpo,DOM,Leeds United,28,1996,12.7,Defender,1170.0,81.8,3,13,1,33.3,38,5,439,336,4,19,124,15,60.0,24,34,16,48,13.0,6.292307692307692,0.23076923076923078,1.0,0.07692307692307693,2.5615384615384613,2.923076923076923,0.38461538461538464,33.76923076923077,25.846153846153847,0.3076923076923077,1.4615384615384615,9.538461538461538,1.1538461538461537,4.615384615384615,1.8461538461538463,2.6153846153846154,1.2307692307692308,3.6923076923076925
Kellen Fisher,ENG,Norwich City,20,2004,8.6,Defender,990.0,84.5,1,4,0,50.0,14,2,289,84,5,16,32,7,90.9,9,21,13,36,11.0,7.681818181818182,0.09090909090909091,0.36363636363636365,0.0,4.545454545454546,1.2727272727272727,0.18181818181818182,26.272727272727273,7.636363636363637,0.45454545454545453,1.4545454545454546,2.909090909090909,0.6363636363636364,8.263636363636364,0.8181818181818182,1.9090909090909092,1.1818181818181819,3.272727272727273
Zian Flemming,NED,Burnley,26,1998,6.3,Forward,1347.0,64.0,1,4,1,47.8,11,1,61,85,0,5,31,5,56.5,6,7,1,12,14.966666666666667,4.276169265033407,0.06681514476614699,0.26726057906458794,0.06681514476614699,3.193763919821826,0.734966592427617,0.06681514476614699,4.075723830734966,5.679287305122495,0.0,0.33407572383073497,2.071269487750557,0.33407572383073497,3.775055679287305,0.40089086859688194,0.46770601336302897,0.06681514476614699,0.8017817371937639
Tyrese Fornah,SLE,Derby County,25,1999,0.1,Midfielder,702.0,66.7,0,0,0,0.0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,7.8,8.551282051282051,0.0,0.0,0.0,0.0,0.0,0.0,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,ENG,Plymouth Argyle,33,1991,5.5,Midfielder,874.0,84.9,0,2,0,75.0,7,0,199,44,3,2,13,6,100.0,7,18,5,24,9.71111111111111,8.742562929061787,0.0,0.20594965675057209,0.0,7.723112128146454,0.7208237986270023,0.0,20.491990846681922,4.530892448512586,0.30892448512585813,0.20594965675057209,1.3386727688787186,0.6178489702517163,10.297482837528605,0.7208237986270023,1.853546910755149,0.5148741418764302,2.471395881006865
Marcus Forss,FIN,Middlesbrough,25,1999,0.1,Forward,1350.0,80.0,0,1,0,0.0,1,0,2,4,0,1,4,0,0.0,0,0,0,0,15.0,5.333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Craig Forsyth,SCO,Derby County,35,1989,7.0,Defender,1350.0,77.3,1,0,1,33.3,7,1,206,69,0,8,7,4,63.0,4,13,10,34,15.0,5.153333333333333,0.06666666666666667,0.0,0.06666666666666667,2.2199999999999998,0.4666666666666667,0.06666666666666667,13.733333333333333,4.6,0.0,0.5333333333333333,0.4666666666666667,0.26666666666666666,4.2,0.26666666666666666,0.8666666666666667,0.6666666666666666,2.2666666666666666
Michael Frey,SUI,QPR,30,1994,8.1,Forward,509.0,64.8,1,4,3,25.0,17,1,115,105,3,7,29,3,37.5,2,7,3,21,5.655555555555556,11.457760314341845,0.1768172888015717,0.7072691552062867,0.5304518664047151,4.4204322200392925,3.0058939096267188,0.1768172888015717,20.333988212180746,18.56581532416503,0.5304518664047151,1.237721021611002,5.12770137524558,0.5304518664047151,6.630648330058938,0.3536345776031434,1.237721021611002,0.5304518664047151,3.713163064833006
Dael Fry,ENG,Middlesbrough,27,1997,0.2,Defender,1176.0,92.9,0,0,0,0.0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,13.066666666666666,7.109693877551021,0.0,0.0,0.0,0.0,0.0,0.0,0.15306122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Frøkjær-Jensen,DEN,Preston,25,1999,9.3,Midfielder,974.0,69.3,0,10,2,14.3,22,0,211,182,8,14,44,7,38.1,28,15,3,42,10.822222222222223,6.403490759753593,0.0,0.9240246406570841,0.18480492813141683,1.3213552361396304,2.0328542094455853,0.0,19.496919917864474,16.817248459958932,0.7392197125256673,1.2936344969199178,4.0657084188911705,0.6468172484599589,3.5205338809034905,2.5872689938398357,1.3860369609856262,0.27720739219712526,3.8809034907597533
Leo Fuhr Hjelde,NOR,Sunderland,21,2003,0.0,Forward,859.0,62.5,0,0,0,0.0,0,0,2,1,0,1,1,0,0.0,1,0,0,0,9.544444444444444,6.548311990686845,0.0,0.0,0.0,0.0,0.0,0.0,0.20954598370197905,0.10477299185098952,0.0,0.10477299185098952,0.10477299185098952,0.0,0.0,0.10477299185098952,0.0,0.0,0.0
Sam Gallagher,ENG,Stoke City,29,1995,1.9,Forward,998.0,46.4,1,2,1,25.0,5,2,29,26,1,2,6,1,33.3,1,4,0,4,11.088888888888889,4.18436873747495,0.09018036072144289,0.18036072144288579,0.09018036072144289,2.2545090180360723,0.45090180360721444,0.18036072144288579,2.6152304609218437,2.344689378757515,0.09018036072144289,0.18036072144288579,0.5410821643286573,0.09018036072144289,3.003006012024048,0.09018036072144289,0.36072144288577157,0.0,0.36072144288577157
Djeidi Gassama,FRA,Sheffield Weds,21,2003,6.9,Forward,670.0,69.2,0,11,1,30.8,20,1,97,123,13,18,43,5,23.1,9,8,2,43,7.444444444444445,9.295522388059702,0.0,1.4776119402985075,0.13432835820895522,4.137313432835821,2.6865671641791042,0.13432835820895522,13.029850746268657,16.52238805970149,1.7462686567164178,2.417910447761194,5.776119402985074,0.6716417910447761,3.102985074626866,1.208955223880597,1.0746268656716418,0.26865671641791045,5.776119402985074
Ben Gibson,ENG,Stoke City,31,1993,13.9,Defender,1221.0,85.0,0,0,2,60.0,11,1,422,19,0,2,1,6,66.7,0,11,12,35,13.566666666666666,6.2653562653562656,0.0,0.0,0.14742014742014742,4.422604422604422,0.8108108108108109,0.07371007371007371,31.105651105651106,1.4004914004914004,0.0,0.14742014742014742,0.07371007371007371,0.44226044226044225,4.916461916461917,0.0,0.8108108108108109,0.8845208845208845,2.57985257985258
Lewis Gibson,ENG,Plymouth Argyle,24,2000,11.0,Defender,1342.0,88.0,0,1,0,0.0,13,2,328,16,2,3,1,1,64.9,1,14,10,53,14.911111111111111,5.9016393442622945,0.0,0.06706408345752608,0.0,0.0,0.8718330849478391,0.13412816691505217,21.997019374068554,1.0730253353204173,0.13412816691505217,0.20119225037257824,0.06706408345752608,0.06706408345752608,4.352459016393443,0.06706408345752608,0.9388971684053651,0.6706408345752608,3.5543964232488823
Alfie Gilchrist,ENG,Sheffield Utd,20,2003,11.3,Defender,1338.0,80.5,1,8,0,33.3,23,1,388,156,6,14,21,3,47.8,11,22,15,27,14.866666666666667,5.414798206278027,0.06726457399103139,0.5381165919282511,0.0,2.239910313901345,1.547085201793722,0.06726457399103139,26.09865470852018,10.493273542600896,0.40358744394618834,0.9417040358744394,1.412556053811659,0.20179372197309417,3.2152466367713,0.7399103139013453,1.4798206278026906,1.0089686098654709,1.8161434977578474
Tyler Goodhram,ENG,Oxford United,21,2003,14.7,Midfielder,640.0,78.0,0,11,2,30.8,40,5,319,208,18,25,61,15,14.3,11,31,7,62,7.111111111111111,10.96875,0.0,1.546875,0.28125,4.331250000000001,5.625,0.703125,44.859375,29.25,2.53125,3.515625,8.578125,2.109375,2.0109375000000003,1.546875,4.359375,0.984375,8.71875
Dimitris Goutas,GRE,Cardiff City,30,1994,11.5,Defender,928.0,88.4,1,0,0,27.3,8,2,342,23,5,2,1,3,64.4,0,13,15,39,10.311111111111112,8.573275862068966,0.09698275862068965,0.0,0.0,2.6476293103448274,0.7758620689655172,0.1939655172413793,33.16810344827586,2.230603448275862,0.48491379310344823,0.1939655172413793,0.09698275862068965,0.29094827586206895,6.245689655172414,0.0,1.2607758620689655,1.4547413793103448,3.7823275862068964
Andre Gray,JAM,Plymouth Argyle,33,1991,2.0,Forward,1268.0,51.6,0,1,1,100.0,4,0,21,22,0,0,5,2,25.0,2,2,0,5,14.088888888888889,3.662460567823344,0.0,0.07097791798107256,0.07097791798107256,7.097791798107256,0.28391167192429023,0.0,1.4905362776025237,1.5615141955835963,0.0,0.0,0.3548895899053628,0.14195583596214512,1.774447949526814,0.14195583596214512,0.14195583596214512,0.0,0.3548895899053628
Ilia Gruev,BUL,Leeds United,24,2000,6.9,Midfielder,1140.0,85.4,0,4,0,45.5,25,0,351,143,0,3,9,10,44.4,36,18,10,15,12.666666666666666,6.742105263157896,0.0,0.31578947368421056,0.0,3.5921052631578947,1.973684210526316,0.0,27.710526315789476,11.289473684210527,0.0,0.2368421052631579,0.7105263157894737,0.7894736842105263,3.505263157894737,2.8421052631578947,1.4210526315789473,0.7894736842105263,1.1842105263157896
Josuha Guilavogui,FRA,Leeds United,34,1990,0.2,Midfielder,774.0,80.6,0,1,0,0.0,5,0,30,6,1,0,1,2,40.0,0,3,1,5,8.6,9.372093023255813,0.0,0.11627906976744186,0.0,0.0,0.5813953488372093,0.0,3.488372093023256,0.6976744186046512,0.11627906976744186,0.0,0.11627906976744186,0.23255813953488372,4.651162790697675,0.0,0.3488372093023256,0.11627906976744186,0.5813953488372093
Darko Gyabi,ENG,Plymouth Argyle,20,2004,11.0,Midfielder,566.0,85.5,1,5,0,10.0,25,1,269,86,13,20,26,10,47.8,2,20,6,37,6.288888888888889,13.595406360424029,0.15901060070671377,0.7950530035335689,0.0,1.5901060070671378,3.975265017667845,0.15901060070671377,42.773851590106005,13.674911660777385,2.067137809187279,3.1802120141342756,4.134275618374558,1.5901060070671378,7.6007067137809186,0.31802120141342755,3.1802120141342756,0.9540636042402827,5.88339222614841
Rami Al Hajj,SWE,Plymouth Argyle,23,2001,5.0,Midfielder,499.0,86.0,0,5,1,37.5,15,0,158,82,6,4,17,4,58.3,1,10,2,16,5.544444444444444,15.511022044088177,0.0,0.9018036072144289,0.18036072144288579,6.763527054108216,2.705410821643287,0.0,28.49699398797595,14.789579158316634,1.0821643286573146,0.7214428857715431,3.0661322645290583,0.7214428857715431,10.51503006012024,0.18036072144288579,1.8036072144288577,0.36072144288577157,2.8857715430861726
Gustavo Hamer,NED,Sheffield Utd,27,1997,10.8,Midfielder,448.0,65.0,1,23,4,35.1,40,6,240,267,10,19,64,5,0.0,48,12,7,58,4.977777777777778,13.058035714285714,0.20089285714285715,4.620535714285714,0.8035714285714286,7.051339285714286,8.035714285714285,1.2053571428571428,48.214285714285715,53.638392857142854,2.008928571428571,3.8169642857142856,12.857142857142858,1.0044642857142856,0.0,9.642857142857142,2.4107142857142856,1.40625,11.651785714285714
Grant Hanley,SCO,Norwich City,32,1991,0.9,Defender,626.0,95.0,0,0,0,100.0,0,0,12,2,0,0,1,1,100.0,0,2,0,2,6.955555555555556,13.658146964856229,0.0,0.0,0.0,14.37699680511182,0.0,0.0,1.7252396166134185,0.28753993610223644,0.0,0.0,0.14376996805111822,0.14376996805111822,14.37699680511182,0.0,0.28753993610223644,0.0,0.28753993610223644
Marcus Harness,ENG,Derby County,28,1996,5.5,Midfielder,673.0,68.9,0,6,1,25.0,8,1,105,77,3,8,18,4,26.1,8,9,4,24,7.477777777777778,9.213967310549778,0.0,0.8023774145616642,0.1337295690936107,3.3432392273402676,1.0698365527488856,0.1337295690936107,14.041604754829123,10.297176820208024,0.4011887072808321,1.0698365527488856,2.4071322436849925,0.5349182763744428,3.4903417533432393,1.0698365527488856,1.2035661218424962,0.5349182763744428,3.209509658246657
Conor Hazard,NIR,Plymouth Argyle,26,1998,4.0,Goalkeeper,1014.0,68.6,0,0,0,0.0,2,0,1,0,0,0,0,0,100.0,0,0,0,3,11.266666666666667,6.0887573964497035,0.0,0.0,0.0,0.0,0.17751479289940827,0.0,0.08875739644970414,0.0,0.0,0.0,0.0,0.0,8.875739644970414,0.0,0.0,0.0,0.2662721893491124
Ryan Hedges,WAL,Blackburn,29,1995,11.2,Forward,725.0,72.8,1,13,1,38.9,26,2,258,222,5,35,91,10,44.4,35,28,11,43,8.055555555555555,9.037241379310345,0.12413793103448276,1.613793103448276,0.12413793103448276,4.82896551724138,3.227586206896552,0.2482758620689655,32.02758620689655,27.55862068965517,0.6206896551724138,4.344827586206897,11.296551724137931,1.2413793103448276,5.511724137931035,4.344827586206897,3.4758620689655175,1.3655172413793104,5.337931034482759
Onel Hernández,CUB,Norwich City,31,1993,0.6,Forward,840.0,70.0,0,1,0,0.0,3,0,4,22,5,7,14,0,0.0,4,0,0,1,9.333333333333334,7.499999999999999,0.0,0.10714285714285714,0.0,0.0,0.3214285714285714,0.0,0.42857142857142855,2.357142857142857,0.5357142857142857,0.75,1.5,0.0,0.0,0.42857142857142855,0.0,0.0,0.10714285714285714
Mason Holgate,ENG,West Brom,28,1996,3.1,Defender,1350.0,84.3,0,0,0,0.0,3,0,76,8,0,0,1,0,68.4,0,2,4,4,15.0,5.62,0.0,0.0,0.0,0.0,0.2,0.0,5.066666666666666,0.5333333333333333,0.0,0.0,0.06666666666666667,0.0,4.5600000000000005,0.0,0.13333333333333333,0.26666666666666666,0.26666666666666666
Jordan Houghton,ENG,Plymouth Argyle,29,1995,4.1,Midfielder,621.0,64.8,0,1,0,50.0,5,0,84,25,0,0,4,3,54.5,7,7,4,9,6.9,9.391304347826086,0.0,0.14492753623188406,0.0,7.246376811594202,0.7246376811594203,0.0,12.17391304347826,3.623188405797101,0.0,0.0,0.5797101449275363,0.43478260869565216,7.898550724637681,1.0144927536231882,1.0144927536231882,0.5797101449275363,1.3043478260869565
Jonny Howson,ENG,Middlesbrough,36,1988,1.8,Midfielder,727.0,82.5,0,1,0,50.0,4,0,86,42,1,0,2,1,0.0,6,5,1,7,8.077777777777778,10.213204951856946,0.0,0.12379642365887208,0.0,6.1898211829436045,0.49518569463548834,0.0,10.646492434663,5.199449793672628,0.12379642365887208,0.0,0.24759284731774417,0.12379642365887208,0.0,0.7427785419532325,0.6189821182943605,0.12379642365887208,0.8665749656121046
Charlie Hughes,ENG,Hull City,21,2003,6.4,Defender,1250.0,87.2,1,2,0,0.0,7,2,276,35,1,9,1,4,86.7,2,8,10,37,13.88888888888889,6.2784,0.072,0.144,0.0,0.0,0.504,0.144,19.872,2.52,0.072,0.648,0.072,0.288,6.2424,0.144,0.576,0.72,2.664
Trai Hume,NIR,Sunderland,22,2002,15.0,Defender,990.0,80.5,1,20,0,0.0,28,4,515,180,2,22,39,12,51.0,28,35,21,61,11.0,7.318181818181818,0.09090909090909091,1.8181818181818181,0.0,0.0,2.5454545454545454,0.36363636363636365,46.81818181818182,16.363636363636363,0.18181818181818182,2.0,3.5454545454545454,1.0909090909090908,4.636363636363637,2.5454545454545454,3.1818181818181817,1.9090909090909092,5.545454545454546
